0	0	0	1	1	1
Bnip1	9.63584	9.462518	9.625066	9.555471	9.446413	9.524526
RGD1307103	10.785482	10.626355	10.76395	10.91164	10.718393	10.710208
Pdcd6	10.667364	10.829739	10.750105	10.852475	10.6480665	10.3844385
Parp9	7.658442	7.107259	6.944271	7.275911	6.641703	7.0223203
Pip5k1a	13.079245	13.33457	13.7691965	12.838651	13.178139	12.209962
Synj1	9.377151	9.461236	9.275125	9.787627	9.642946	10.108515
Nubp1	11.444866	11.027152	11.174394	10.773865	11.369916	10.695751
Map4k3	11.350613	11.336613	11.561588	11.342565	11.265489	11.513152
Per1	9.278269	9.751193	9.38725	11.157079	10.850987	10.675312
Cdc16	8.705671	8.650729	9.019895	8.278443	8.682843	8.733427
Rap1b	7.895198	7.7818403	8.154394	8.018162	8.415791	7.9314117
Ccdc59	10.23917	10.204225	9.933265	9.814416	9.568982	10.01558
C1galt1c1	10.357211	10.523111	10.1226635	10.40275	10.395454	10.533072
Taf11	9.267892	10.309788	10.126183	10.390986	10.67178	10.795797
Perp	11.115313	11.201791	10.994526	11.562203	11.488212	11.198272
Harpb64	13.19698	13.052011	13.355206	12.407118	12.843135	12.250772
Ung	10.034785	9.994499	10.320108	10.185588	10.378182	10.237719
RGD1311045	7.668935	6.554694	6.952475	6.6959615	6.6507926	6.928026
Fbxo28	6.629682	6.7934117	6.85829	7.2948713	7.1580057	6.7834263
Rrbp1	9.929028	9.716776	9.813031	9.54063	9.6992235	9.596683
Arv1	9.823585	9.6973	9.953477	9.820968	9.650754	9.93706
Ubxd8	8.189941	7.718875	7.774164	8.296812	7.862263	8.00701
Wdr12	9.908954	10.010176	10.121954	9.631286	10.068786	9.976039
Mrps5	12.468964	12.540066	12.760809	11.676987	11.963806	11.616497
Tcf7	6.525828	6.197345	5.396423	5.4713655	5.174624	5.6219783
Tspan14	11.325221	11.195889	11.134221	10.878862	11.375118	11.275233
Cyb5b	11.639184	11.616497	11.54303	11.364281	11.367278	11.439513
Btf3	13.041587	12.916948	12.979923	12.639705	12.957899	12.967365
Hpgd	10.64203	10.874447	10.41407	9.707024	9.610129	9.859179
Hist1h4a	12.7904215	12.215033	12.230438	13.380329	13.290824	13.342089
LOC500488	10.479024	10.151024	10.438751	9.294315	9.594737	9.496782
Dhdds	9.521289	9.48587	9.458517	9.176822	9.118529	9.050863
Pfkfb4	9.95517	9.9223175	9.848719	10.329717	10.04796	10.07979
Psma3l	7.625131	7.2739496	6.9372993	8.063379	7.4182415	7.8899074
Ptpn7	5.569326	5.392868	5.3024607	4.861189	4.8873124	4.711111
Rnpc2	12.419685	12.07771	12.175533	12.086405	12.040551	12.0492
Hddc3	10.824973	10.408734	10.724366	10.033509	10.390719	9.895492
RGD1307433	10.207849	10.2348385	10.378758	10.161849	10.012863	9.943144
Ppp2r4	10.933288	10.835494	10.943576	10.200036	10.617698	10.501712
MGC109145	10.924176	10.736614	11.049154	10.274002	10.45562	10.442784
RGD1308147	9.222662	9.3837185	9.441057	9.399172	9.520642	9.350499
RGD1304696	11.5369835	11.332839	11.727288	11.441776	11.41417	11.217278
Ube2v2	10.349467	10.491124	10.366333	10.19858	10.195509	10.182538
Mpv17l	12.530077	12.580338	11.9839115	11.871446	12.546625	12.269267
RGD1305235	8.240261	8.117486	7.5751266	8.4721155	8.098673	8.394231
Usp7	10.16525	10.245065	10.611128	10.379208	10.257499	10.315844
RGD1307927	9.2639885	9.536164	9.40288	9.890236	9.501346	9.760294
Gnptag	10.997415	10.865674	10.761208	10.765551	11.115313	10.955698
Ehd4	9.048148	8.788602	8.588326	8.472833	8.365792	8.686413
Usp28	8.553	8.602113	8.554281	8.067461	8.099487	8.639996
Chp	11.420796	11.420796	11.320089	11.251715	11.344231	11.182924
RGD1306495	10.1310835	10.15521	9.894974	10.551762	9.962571	10.431628
Mterfd3	7.3181267	7.4943185	7.294546	7.650819	7.3265696	7.3086905
Cbll1	8.862132	8.874026	8.657268	8.702431	8.523039	8.818725
Trip13	0.38047847	0.08420816	5.5291624	5.723439	5.533606	6.049534
Dlgap1	8.254984	8.126398	8.500154	7.7891865	7.9374857	7.7458754
LOC304138	7.995156	8.295833	7.5926614	7.855114	7.1005707	7.462478
Inpp5a	9.455442	9.822927	9.517377	9.393965	9.508447	9.312759
RGD1564042	8.051688	8.252722	8.002112	8.2506075	8.094553	7.966939
Ncor1	9.026547	9.027216	8.72005	9.458583	9.353115	9.459331
Anp32e	11.9800625	12.109474	11.910569	11.71959	11.277719	11.740957
Isrip	10.012197	10.026502	10.194234	10.665986	10.436396	10.736614
Treh	11.571276	11.312653	11.072296	11.298424	11.013355	11.244904
Commd7	8.446852	8.354436	8.513261	8.332759	8.703508	8.3741665
RGD1306781	7.174405	7.110592	7.0419526	7.7235513	7.6317544	8.28358
Pvrl2	8.790701	8.5090885	8.423485	9.087611	8.850914	9.515475
Tspan6	9.946512	9.345315	9.127541	9.414611	9.199477	9.285982
RGD1564982	6.2484508	6.0362554	6.4104247	6.281255	6.1831484	6.222166
Extl2	7.9366426	7.6165752	7.7146897	6.9570436	7.4141607	7.2389717
Brms1	9.968621	9.699863	10.185544	9.3652725	9.46641	9.340132
Ss18	9.714195	9.734375	9.628326	10.155375	9.927686	10.324149
Bysl	8.460131	8.905941	8.863378	8.305095	8.572577	8.422456
Ptdss1	10.713833	10.931292	10.459602	10.212396	10.397804	10.151724
Hmgn3	11.096276	11.4556265	11.236112	10.749885	10.419752	10.717475
RGD1307493	6.394497	7.1875415	6.2601957	6.616005	6.569528	6.543843
Cdc26	10.491954	10.682391	10.375642	10.449497	10.756831	10.523111
Bcas2	11.1678505	10.96916	11.139942	10.931835	11.197077	10.721074
Agpat6	11.102887	10.836436	10.97147	10.881795	10.870566	10.945427
Nras	8.320347	8.418788	8.298913	8.553986	8.519372	8.74898
Ddx5	10.160273	9.866338	10.117666	10.891642	10.493612	10.827833
LOC297530	10.757757	10.628097	10.539896	10.845654	10.70568	10.933288
LOC503164	0.38047847	0.08420816	5.9339404	6.977008	6.0841937	6.4661517
RGD1308279	8.414332	8.414332	8.220542	8.804385	8.523763	8.958923
Rnf7	11.18175	11.211376	11.213409	11.470147	11.17364	11.213746
Pcp2	9.342718	9.581124	9.952119	9.488326	9.720072	9.405085
Lztr1	9.156419	9.489717	9.408018	8.674646	9.015633	8.566044
Vps36	10.049337	10.016937	10.309453	10.070289	10.281274	10.032015
Mrps33	11.49371	11.775632	11.647454	11.652464	11.57701	11.658897
Stat5b	7.0735364	7.082534	7.444366	7.600188	7.232562	7.291859
RGD1305679	9.572826	9.927686	9.519334	10.552614	10.10713	10.025129
Pcgf6	8.281321	8.48941	8.244846	8.216955	8.498248	8.333295
Zhx1	9.383065	9.664991	9.873065	9.047225	9.196829	8.982253
LOC500300	8.785798	8.756799	8.413871	9.12427	8.219139	8.487199
RGD1306682	9.219988	8.75399	8.940463	9.037101	9.245041	9.107226
Psmd13	11.219686	11.244904	11.578959	10.580356	10.795797	10.732945
LOC501925	7.0634465	7.2654524	6.693052	8.109439	7.840762	7.5593357
Epb4.1l5	10.027897	10.296998	10.256334	10.136165	10.191904	9.91693
Pde4b	9.54196	9.6992235	9.303737	9.784982	9.628109	9.809794
Papd4	9.980838	10.068786	9.912443	10.122825	10.07221	10.307549
Bdp1	10.003982	10.09937	10.142437	9.938493	9.712271	10.008126
Srpk1	8.720537	9.042084	9.034172	8.693842	8.941815	8.531811
