0	0	0	1	1	1
LOC501925	7.0634465	7.2654524	6.693052	8.749697	8.027365	8.604248
Epb4.1l5	10.027897	10.296998	10.256334	10.685888	9.898853	10.67884
Pde4b	9.54196	9.6992235	9.303737	10.061787	9.972662	9.881587
Papd4	9.980838	10.068786	9.912443	10.183268	10.416542	10.639378
Bdp1	10.003982	10.09937	10.142437	10.168813	10.365771	10.057603
Srpk1	8.720537	9.042084	9.034172	9.105926	8.87263	9.060905
Cda	3.7123866	3.4520202	2.3966932	3.8338726	2.957951	3.4398217
RGD1564315	8.131241	8.275181	8.211873	7.773558	7.981489	7.9155555
Ctnnb1	11.345497	10.789237	11.704795	10.585968	10.909086	10.604794
MGC95014	9.568982	9.442558	9.733528	8.993189	9.465124	8.945939
RGD1304910	7.736543	8.041667	7.7556925	7.8899074	8.315732	7.93835
Adipor2	8.775938	8.599921	8.823426	8.879622	9.150423	8.976057
Sel1h	8.796337	8.882437	8.518409	9.340774	9.996553	9.758348
RGD1308828	9.3016	8.881748	9.08953	8.279771	8.604956	8.484292
Pdgfa	8.01045	7.535782	7.8666177	6.847684	7.0971856	6.5668516
Cox7b	12.604674	12.939569	12.598838	13.437592	13.638176	13.739376
RGD1559454	6.570852	6.58835	5.682959	6.242361	5.58109	6.049534
Wwp1	7.1993713	7.1094565	7.0612826	6.8303943	7.0701604	6.5340786
Dre1	10.240638	10.412612	10.356212	9.74151	9.546512	9.5284195
Ly86	9.100568	8.938335	8.674447	8.888656	8.700649	8.563878
Scye1	9.282779	8.9244995	8.932805	8.632817	8.405463	8.1804
Metapl1	6.649492	6.457723	6.2739472	7.7179217	7.0384398	7.636539
Lzts1	4.765432	3.896942	3.765234	4.9224024	5.325618	6.100468
Pde6d	10.285731	10.36966	10.236507	10.38128	10.214393	10.226092
Cox15	0.38047847	9.986966	10.137448	9.306832	9.375878	9.263344
RGD1566052	8.2580805	8.558792	8.202395	9.004756	8.850914	9.107866
LOC368062	9.943144	10.090936	9.751039	10.119812	10.529713	10.36029
Cal	8.35218	8.367326	7.7676883	8.396473	8.636379	8.788602
RGD1311037	8.406919	8.033246	8.555739	7.252743	6.740951	7.6536584
Nudt4	13.118223	12.747239	12.94227	13.216376	13.506862	12.604674
LOC293103	10.569852	10.661246	10.734491	11.458324	10.886167	11.240023
Ndufa8	12.701754	12.758972	12.669992	12.622166	13.011335	12.939569
RGD1564237	4.224206	4.6509514	4.5836964	4.691149	4.7026525	4.4636908
Hiat1	11.259371	11.685136	11.053549	11.636142	11.452943	11.773988
RGD1304721	8.806841	8.710615	8.732262	9.365401	9.338185	9.863056
Tnfsf13	9.593442	10.044482	9.216626	10.082589	10.061787	9.830858
RGD1564930	11.206581	11.25578	10.851927	11.107382	11.184103	10.997415
Oxnad1	9.320007	9.790912	9.273172	9.210745	8.914175	8.970538
Edf1	10.068786	9.81636	10.036655	9.977407	10.284253	10.151024
Abhd14b	12.778473	12.675723	12.914937	11.432842	11.47461	10.772473
RGD1560152	9.829524	9.688876	9.826262	9.71941	8.889346	9.075092
RGD735175	11.431519	11.432842	11.541627	11.538407	11.3014	11.53979
Tacstd2	8.838363	8.3575115	8.546182	7.483427	9.460625	8.26429
Commd10	9.770666	9.882915	9.815686	9.6624	9.41212	9.48587
Col4a5	11.780633	11.827079	11.602255	11.965794	12.279913	12.556816
Mrpl50	8.792817	8.279771	8.204758	8.950043	8.246502	8.65789
Gtl6	9.3745775	9.806558	9.073379	10.413414	10.221673	10.458026
Zc3hc1	8.75327	8.751136	8.492748	8.757491	8.53037	8.914175
Nnt_mapped	12.459543	12.510554	12.233002	12.27447	12.287971	12.422634
LOC500877	10.329483	10.54392	10.092248	11.090614	10.994223	11.175954
Rhoc	12.004801	12.132512	11.97565	12.694255	12.029938	12.755034
Ak3l1	13.388627	13.803137	13.127854	13.249709	13.159732	13.236208
Tubb2	13.159732	13.2697735	13.274596	13.016247	13.184217	13.429182
RGD1307672	9.511001	9.309475	9.164248	10.041687	9.479355	10.086073
Chordc1	10.510726	10.247981	10.282388	11.243687	10.726505	11.241261
Kars	9.96657	9.854561	9.8956585	9.863056	10.559813	10.254588
Bcl2l13	8.06817	8.397985	8.478148	8.746875	8.655744	8.848148
Ppil3	8.962365	9.033952	9.060497	9.131822	9.218668	8.955477
Pex5	10.38128	10.632436	10.499367	10.591954	10.777143	10.920117
Triobp	10.545576	10.573251	10.598197	10.15521	10.514006	10.315844
Cept1	10.500101	10.578296	10.475763	11.079542	11.08842	11.642214
RGD1306819	8.365792	8.615718	8.315801	9.252229	8.697102	9.168386
RGD1565814	10.212933	9.660448	9.7797	10.37895	9.583718	9.8480215
Anapc4	10.101471	9.846031	9.659428	9.892164	10.35952	10.200566
Wbp11	8.795636	8.539778	8.575389	8.775938	8.703508	7.4342422
RGD1305721	10.01086	10.563116	9.853979	11.226919	10.889159	11.177101
Za20d3	11.922546	12.088973	11.807245	12.369174	12.298979	12.566817
Dpy19l1	9.147081	9.204136	9.040284	8.876846	8.991814	9.088509
Chn2	8.853713	8.95616	8.804433	9.059546	9.472941	8.905266
Ulk2	7.806439	7.8263535	7.7888474	8.993873	8.737706	8.942508
Slc25a30	12.855927	12.798375	12.965375	12.661224	12.597473	12.468964
Med25	11.174811	11.1427	11.180197	10.891112	11.022941	10.894098
Man1a	8.083049	8.169983	7.9558244	8.765284	8.607805	8.7659855
Arcn1	9.392096	9.275676	9.450777	9.77133	9.659144	9.820275
Gclc	14.580121	14.297666	14.5566225	14.036697	14.342715	14.153994
Fbxo9	11.631563	11.868109	11.642876	11.504843	11.138181	11.389412
Sirt7	10.450825	10.276774	10.213856	10.880297	10.288696	10.718393
Ercc1	8.4135895	8.434229	8.412383	8.614989	8.005331	8.400259
Sostdc1	12.664889	12.686877	12.591981	12.583783	13.429182	12.826591
Papss1	11.992433	12.170586	11.951426	11.175954	12.1349	11.723159
Lyplal1	10.982696	10.820301	10.784366	11.553994	10.387569	11.150735
Rom1	6.5573945	6.460539	6.648619	7.235762	6.8768873	7.521013
Mgll	13.803137	13.079245	13.559585	12.227653	12.872835	12.287971
Plod2	10.614235	10.55733	10.631939	9.7031	10.032015	10.084688
Mtpn	11.760561	11.998643	12.000495	11.96984	11.994482	12.100423
Tjp1	10.904066	10.979546	10.983975	10.568177	10.848064	10.712027
RGD1564804	8.97675	8.915545	8.885757	9.233161	8.898393	9.223309
LOC361420	0.38047847	8.0399685	8.037711	8.066509	7.967813	8.220684
Hmg20b	10.320433	10.4372015	10.439555	9.669531	9.747352	9.661737
Egfl3	8.153079	8.469738	8.449401	8.957531	8.276718	8.579776
Ppap2c	11.252141	11.459709	11.667305	11.558311	11.222053	11.3202
Tex261	11.418125	10.810822	11.758261	10.3120365	10.434044	10.047259
Atp6v1a1	12.991628	12.957899	12.71088	12.7904215	13.031468	12.838964
Cln6	12.369174	12.304471	12.190284	12.258649	11.385536	11.737674
RGD1563250	11.443527	11.504843	11.693775	12.35198	11.418125	11.652833
Alg12	8.084703	8.012158	8.394469	8.677879	8.167536	6.517667
Dusp11	0.38047847	0.08420816	0.16434158	10.304523	10.0437765	0.03165748
RGD1310257	6.5285807	6.7117567	6.411875	7.003911	6.407651	6.8781
LOC304396	8.518635	8.3165	8.525742	8.28358	8.134512	8.5090885
Bloc1s2	10.434831	10.256776	10.577713	10.282787	10.248731	10.518189
Arih2	8.403261	8.200969	8.362977	8.312656	8.706362	8.745472
RGD1305133	9.735028	9.98423	9.572917	10.031338	10.07221	10.282033
LOC498750	11.729643	11.503477	11.769974	11.258179	11.758925	11.535549
Atp13a1	10.477427	10.337107	10.609396	10.53721	10.566463	10.659474
Aqr	0.38047847	8.787884	8.520637	9.448377	9.229241	9.563849
LOC366524	9.179661	9.509718	9.430673	8.987039	8.965735	8.792817
Tdp1	7.789135	8.158736	7.863038	8.523763	8.025638	8.38755
Postn	4.096439	3.6271486	4.827258	5.4395313	5.7281227	6.236164
Vps4a	9.995881	9.85523	10.002365	9.800669	10.182538	10.148843
RGD1311907	8.106867	8.277482	8.1382475	8.092933	8.145023	8.036612
Amid	6.747288	6.834133	6.449341	7.1094565	7.1039085	7.4933357
Gp1bb	9.052884	9.164412	9.201382	8.456429	8.42907	8.109286
RGD1305958	10.070836	10.292434	10.099304	10.077717	10.432421	10.551415
RGD1308373	7.660328	7.51805	7.156139	7.1239686	7.44038	7.2282586
Ankrd10	10.332541	10.477427	9.781645	11.293918	11.4772835	11.663499
RGD1311249	0.38047847	9.49421	9.799957	8.946606	9.023819	8.805424
RGD1308290	6.76729	6.1595845	6.3505487	7.900549	7.9050183	7.7909985
LOC313535	8.434975	8.709213	8.371314	8.687841	8.224642	8.589844
Acat1	10.086746	10.037539	10.162469	10.2056875	10.16667	10.28648
Ilf3	8.26429	8.595652	8.036018	8.552272	8.434975	8.5259495
Vps16	7.1405206	7.032612	7.204067	8.100296	8.172344	8.26352
Alg2	10.24287	9.864357	10.191311	9.332336	9.441899	9.259441
RGD1564596	13.648175	13.698294	14.152707	13.749752	14.011719	14.024304
Phpt1	11.643746	11.661943	11.735291	10.977521	11.059648	10.7521715
Gtf2ird1	8.599177	8.811042	8.519888	8.859353	9.072406	9.050191
Brd3	6.9432535	6.635024	6.690475	7.1776705	7.396722	7.25489
Acat2	10.080491	10.206424	10.265198	9.715495	9.746709	9.653964
Ednra	7.423249	7.81909	7.299846	7.5720267	7.95054	7.885417
RGD1563438	13.216376	12.972218	13.133763	13.084661	12.939569	13.084661
Stard7	0.38047847	0.08420816	11.653503	11.031432	11.260594	11.021859
