st_gene_id,gene_id,gene_symbol,fpkm_ato1,fpkm_ato2,fpkm_ato3,fpkm_db1,fpkm_db2,fpkm_db3,tpm_ato1,tpm_ato2,tpm_ato3,tpm_db1,tpm_db2,tpm_db3,read_count_ato1,read_count_ato2,read_count_ato3,read_count_db1,read_count_db2,read_count_db3,average_fpkm_ato10,average_fpkm_db,average_tpm_ato10,average_tpm_db,average_read_count_ato10,average_read_count_db
G10090_2879,50762,Fbxo6,50.3,44.31,36.46,22.06,32.4,29.06,72.45,72.99,59.3,38.39,53.61,48.68,834,741,535,318,410,405,43.69,27.84,68.24666667,46.89333333,703.3333333,377.6666667
G10090_17752,20598,Smpd2,32.59,38.79,47.47,40.59,50.78,43.4,46.95,63.9,77.23,70.63,84.03,72.7,631,816,901,757,803,780,39.61666667,44.92333333,62.69333333,75.78666667,782.6666667,780
G10090_9628,231293,Cwh43,17.74,7.84,17.03,28.94,42.89,22.6,25.55,12.91,27.69,50.37,70.98,37.86,661,291,564,965,1238,709,14.20333333,31.47666667,22.05,53.07,505.3333333,970.6666667
G10090_10743,20338,Sel1l,18.42,21,16.73,28.6,17.74,17.74,26.54,34.59,27.22,49.78,29.36,29.71,1632,1877,1342,2289,1233,1343,18.71666667,21.36,29.45,36.28333333,1617,1621.666667
G10090_9698,64213,St7,10.19,7.37,7.86,7.02,8.65,9.82,14.67,12.14,12.79,12.22,14.32,16.44,281,198,204,181,188,233,8.473333333,8.496666667,13.2,14.32666667,227.6666667,200.6666667
G10090_22196,14724,Gp1bb,1.5,0.3,0,0.05,0.05,0.13,2.16,0.5,0,0.09,0.09,0.21,39.15,7.46,0,1.13,1.14,2.64,0.6,0.076666667,0.886666667,0.13,15.53666667,1.636666667
G10090_5241,93760,Arid1a,10.93,10.15,9.51,9.59,10.78,10.85,15.75,16.71,15.48,16.68,17.84,18.17,1275,1179,973,980,972,1061,10.19666667,10.40666667,15.98,17.56333333,1142.333333,1004.333333
G10090_12921,241035,Pkhd1,8.72,10.13,9.92,12.96,10.86,12.92,12.56,16.69,16.15,22.55,17.96,21.65,1620,1893,1660,2167,1573,2045,9.59,12.24666667,15.13333333,20.72,1724.333333,1928.333333
G10090_23765,56295,Higd1a,35.67,20.85,26.61,25.72,26.13,24.51,51.38,34.34,43.29,44.76,43.25,41.06,907,530,605,583,516,530,27.71,25.45333333,43.00333333,43.02333333,680.6666667,543
G10090_3699,319552,Spx,0.15,0.21,0.06,0.11,0.13,0.06,0.21,0.34,0.09,0.19,0.21,0.1,4,6,1,4,2,2,0.14,0.1,0.213333333,0.166666667,3.666666667,2.666666667
G10090_5632,99470,Magi3,3.19,3.29,4.42,4.69,4.18,4.31,4.59,5.42,7.19,8.16,6.92,7.21,299,310,373,396,306,344,3.633333333,4.393333333,5.733333333,7.43,327.3333333,348.6666667
G10090_33486,16869,Lhx1,1.08,1.47,3.93,5.71,5.41,4.84,1.56,2.42,6.4,9.93,8.96,8.11,41,56,134,194,160,156,2.16,5.32,3.46,9,77,170
G10090_9457,75304,4930563E22Rik,0.02,0.02,0.1,0.12,0.08,0.05,0.03,0.04,0.16,0.21,0.14,0.09,1.01,1,4.03,5.02,3.02,2,0.046666667,0.083333333,0.076666667,0.146666667,2.013333333,3.346666667
G10090_25693,56717,Mtor,7.63,13.93,24.91,27.23,14.05,25.9,11,22.94,40.51,47.39,23.25,43.38,940,1724,2760,2825,1350,2698,15.49,22.39333333,24.81666667,38.00666667,1808,2291
G10090_21737,22751,Zfp90,4.37,4.25,2.28,2.57,2.56,2.19,6.29,7,3.7,4.46,4.23,3.67,165,164,81,88,76,72,3.633333333,2.44,5.663333333,4.12,136.6666667,78.66666667
G10090_26569,108015,Chrnb4,0.12,0.06,0.05,0.14,0.2,0.1,0.18,0.1,0.07,0.24,0.33,0.16,5,3,2,4,6,4,0.076666667,0.146666667,0.116666667,0.243333333,3.333333333,4.666666667
G10090_9832,232784,Zfp212,5.36,5.72,4.36,4.99,5.36,3.98,7.72,9.41,7.09,8.69,8.87,6.66,200,214,146,167,156,126,5.146666667,4.776666667,8.073333333,8.073333333,186.6666667,149.6666667
G10090_16105,218304,Prss47,0,0,0,0.07,0,0,0,0,0,0.13,0,0,0,0,0,1,0,0,0,0.023333333,0,0.043333333,0,0.333333333
G10090_33960,269261,Rpl12,947.56,699.3,582.88,402.11,528.28,413.79,1364.91,1151.88,948.17,699.79,874.25,693.12,6768,4947,3683,2517,2919,2466,743.2466667,448.06,1154.986667,755.72,5132.666667,2634
G10090_13558,19064,Ppy,0,0,0.24,0,0.54,0,0,0,0.38,0,0.89,0,0,0,1,0,2,0,0.08,0.18,0.126666667,0.296666667,0.333333333,0.666666667
G10090_5095,74377,Hsf2bp,1.69,5.72,4.1,3.8,1.94,4.57,2.43,9.42,6.67,6.61,3.22,7.66,39,127,88,79,34,88,3.836666667,3.436666667,6.173333333,5.83,84.66666667,67
G10090_22289,231805,Pilra,26.89,3.15,0.46,0,0.47,0.11,38.73,5.19,0.75,0,0.77,0.18,956.5,112.48,14.73,0,12.91,3.21,10.16666667,0.193333333,14.89,0.316666667,361.2366667,5.373333333
G10090_22386,77037,Mrap,2.52,0.65,1.37,0.73,1.26,0.19,3.63,1.07,2.22,1.28,2.08,0.32,31,8,15,8,12,2,1.513333333,0.726666667,2.306666667,1.226666667,18,7.333333333
G10090_3093,69149,Kbtbd3,1.67,1.87,1.48,1.18,2.37,2.06,2.41,3.08,2.4,2.05,3.92,3.45,57,63,46,37,65,60,1.673333333,1.87,2.63,3.14,55.33333333,54
G10090_13580,69028,Mitd1,5.66,8.88,5.33,5.01,6.96,5.08,8.15,14.63,8.67,8.72,11.52,8.51,114,159,84,81,94,75,6.623333333,5.683333333,10.48333333,9.583333333,119,83.33333333
G10090_9493,407786,Taf9b,5.29,6.43,8.6,7.39,9.27,8.14,7.62,10.59,13.99,12.86,15.35,13.64,184,223,267,229,250,239,6.773333333,8.266666667,10.73333333,13.95,224.6666667,239.3333333
G10090_21031,21928,Tnfaip2,70.38,24.02,16.13,17.54,24.44,16.83,101.37,39.56,26.23,30.52,40.45,28.18,3486,1194,716,773,943,708,36.84333333,19.60333333,55.72,33.05,1798.666667,808
G10090_9758,12335,Capn3,0.55,0.33,0.09,0.11,0.46,0.21,0.8,0.55,0.15,0.19,0.77,0.35,20,12,3,4,13,7,0.323333333,0.26,0.5,0.436666667,11.66666667,8
G10090_1522,216874,Camta2,10.68,11.03,12.13,12.2,11.51,11.41,15.38,18.17,19.73,21.23,19.05,19.11,681,715,703,715,583,623,11.28,11.70666667,17.76,19.79666667,699.6666667,640.3333333
G10090_24565,18377,Omg,0.13,0,0,0,0,0,0.19,0,0,0,0,0,4,0,0,0,0,0,0.043333333,0,0.063333333,0,1.333333333,0
G10090_8983,14254,Flt1,5.64,2.17,5.84,9.3,6.04,7.85,8.12,3.57,9.51,16.19,9.99,13.16,497,192,464,735,421,584,4.55,7.73,7.066666667,13.11333333,384.3333333,580
G10090_2562,17975,Ncl,44.54,49.9,43.11,38.71,53.4,36.67,64.16,82.19,70.13,67.37,88.37,61.42,3657,4173,3237,2950,3449,2627,45.85,42.92666667,72.16,72.38666667,3689,3008.666667
G10090_28598,75495,Morn5,0.76,0.13,0.43,0.29,0.33,0.61,1.09,0.21,0.7,0.5,0.54,1.01,6,1,3,2,2,4,0.44,0.41,0.666666667,0.683333333,3.333333333,2.666666667
G10090_336,71901,Fam219a,7.78,5.62,6.02,4.89,6.5,5.37,11.21,9.26,9.8,8.52,10.75,8.99,396,295,269,225,251,234,6.473333333,5.586666667,10.09,9.42,320,236.6666667
G10090_24818,320265,Fam19a1,0.09,0.11,0,0.02,0.06,0.03,0.13,0.18,0,0.04,0.09,0.04,4,5,0,1,2,1,0.066666667,0.036666667,0.103333333,0.056666667,3,1.333333333
G10090_4509,76421,1700028K03Rik,0.56,0.35,0.44,0.44,0.45,0.22,0.8,0.57,0.72,0.77,0.74,0.37,24,15,17,17,15,8,0.45,0.37,0.696666667,0.626666667,18.66666667,13.33333333
G10090_10074,78912,Sp2,9.22,4.03,6.67,5.48,6.16,5.54,13.28,6.63,10.85,9.54,10.2,9.28,388,170,252,207,203,198,6.64,5.726666667,10.25333333,9.673333333,270,202.6666667
G10090_10903,103551,Epop,2.2,4.23,0.91,0.77,0.97,0.67,3.17,6.97,1.48,1.34,1.6,1.12,70,135,26,22,24,18,2.446666667,0.803333333,3.873333333,1.353333333,77,21.33333333
G10090_18973,212980,Slc45a3,18.21,19.26,31.92,49.58,23.13,27.06,26.23,31.72,51.93,86.29,38.28,45.32,825,882,1310,2022,825,1047,23.13,33.25666667,36.62666667,56.63,1005.666667,1298
G10090_5242,407819,BC031181,117.27,117.4,123.79,128.32,109.28,141.26,168.92,193.39,201.37,223.31,180.85,236.62,1660,1737,1606,1632,1223,1702,119.4866667,126.2866667,187.8933333,213.5933333,1667.666667,1519
G10090_24423,114584,Clic1,367.22,215.61,122.41,79.68,99.6,101.02,528.96,355.16,199.12,138.66,164.84,169.21,5412,3173,1611,1044,1141,1256,235.08,93.43333333,361.08,157.57,3398.666667,1147
G10090_2499,241274,Pnpla7,6.12,4,4.77,5.71,7.22,6,8.81,6.59,7.76,9.94,11.95,10.06,397,261,280,336,370,337,4.963333333,6.31,7.72,10.65,312.6666667,347.6666667
G10090_21211,12968,Cryge,0,0,0,0,0,0.17,0,0,0,0,0,0.28,0,0,0,0,0,1,0,0.056666667,0,0.093333333,0,0.333333333
G10090_24328,214301,Crygn,0,0.15,0.17,0,0.19,0,0,0.25,0.28,0,0.32,0,0,1,1,0,1,0,0.106666667,0.063333333,0.176666667,0.106666667,0.666666667,0.333333333
G10090_7101,23805,Apc2,0.23,0.18,0.19,0.17,0.32,0.21,0.33,0.3,0.31,0.3,0.52,0.35,30,24,22,21,32,23,0.2,0.233333333,0.313333333,0.39,25.33333333,25.33333333
G10090_18162,16165,Il13ra2,0.1,0,0,0,0,0,0.15,0,0,0,0,0,3,0,0,0,0,0,0.033333333,0,0.05,0,1,0
G10090_16746,17129,Smad5,9.42,10.97,10.59,10.01,10.48,10.22,13.57,18.07,17.23,17.43,17.34,17.13,834,972,855,807,730,773,10.32666667,10.23666667,16.29,17.3,887,770
G10090_11038,17181,Matn2,5.35,2.02,3.68,3.47,4.43,3.26,7.7,3.32,5.99,6.04,7.33,5.46,268,101,165,155,172,138,3.683333333,3.72,5.67,6.276666667,178,155
G10090_24899,14885,Gtf2h4,4.91,6.51,6.96,5.39,8.7,8.28,7.07,10.72,11.32,9.37,14.4,13.86,110,146,140,108,152,157,6.126666667,7.456666667,9.703333333,12.54333333,132,139
G10090_17719,68839,Ankrd46,21.8,28.59,26.66,26.43,30.11,32.58,31.41,47.1,43.37,45.99,49.82,54.58,750,983,825,810,803,944,25.68333333,29.70666667,40.62666667,50.13,852.6666667,852.3333333
G10090_4684,216350,Tspan8,82.37,75.97,59.05,54.77,73.11,59.05,118.65,125.14,96.06,95.32,120.99,98.91,1406,1323,943,916,1034,909,72.46333333,62.31,113.2833333,105.0733333,1224,953
G10090_1148,229665,Ampd1,0.05,0,0,0,0,0,0.08,0,0,0,0,0,1,0,0,0,0,0,0.016666667,0,0.026666667,0,0.333333333,0
G10090_1668,236451,Phf11b,4.74,4.87,3.12,2.25,4.28,3.14,6.83,8.03,5.08,3.92,7.09,5.25,75.54,81.32,43.91,32.59,52.93,46.01,4.243333333,3.223333333,6.646666667,5.42,66.92333333,43.84333333
G10090_5890,110253,Triobp,23.55,22.13,15.76,11.33,15.84,14.5,33.93,36.46,25.64,19.72,26.22,24.28,827,777,493,355,429,428,20.48,13.89,32.01,23.40666667,699,404
G10090_23042,67270,Mrpl42,172.89,157.04,178.6,188.23,189.76,197.93,249.04,258.68,290.53,327.58,314.03,331.54,1433,1292,1313,1372,1218,1373,169.51,191.9733333,266.0833333,324.3833333,1346,1321
G10090_31172,626578,Gbp10,0.24,1.75,0.06,0.6,0.15,0.09,0.34,2.89,0.1,1.04,0.24,0.15,11.79,86.74,2.62,26.34,5.64,3.79,0.683333333,0.28,1.11,0.476666667,33.71666667,11.92333333
G10090_14996,233571,P2ry6,23,8.77,2.73,1.26,2.64,2.03,33.14,14.45,4.43,2.19,4.37,3.4,591,226,63,29,53,44,11.5,1.976666667,17.34,3.32,293.3333333,42
G10090_19637,68436,Rpl34,489.48,528.74,300.42,233.12,557.07,532.53,705.07,870.94,488.69,405.7,921.89,892.01,2488.29,2633.38,1346.48,1037.62,2171.64,2229.98,439.5466667,440.9066667,688.2333333,739.8666667,2156.05,1813.08
G10090_15118,21331,T2,0.04,0,0.05,0,0,0.05,0.06,0,0.08,0,0,0.08,1,0,1,0,0,1,0.03,0.016666667,0.046666667,0.026666667,0.666666667,0.333333333
G10090_25809,58248,1700123O20Rik,22.11,20.29,17.9,18.4,19.35,19.2,31.85,33.43,29.11,32.03,32.03,32.16,561.11,515.93,407.13,417.58,382.49,412.91,20.1,18.98333333,31.46333333,32.07333333,494.7233333,404.3266667
G10090_24015,213827,Arcn1,48.48,54,55.25,68.68,54.55,91.05,69.84,88.95,89.88,119.52,90.27,152.52,2338,2614,2394,2972,2051,3731,52.57666667,71.42666667,82.89,120.77,2448.666667,2918
G10090_4829,15464,Hrc,0.24,0.03,0.13,0.17,0.12,0,0.35,0.05,0.22,0.29,0.19,0,8,1,4,5,3,0,0.133333333,0.096666667,0.206666667,0.16,4.333333333,2.666666667
G10090_20458,319172,Hist1h2ab,0.26,0,0,0,0.25,0,0.37,0,0,0,0.41,0,1.33,0,0,0,1,0,0.086666667,0.083333333,0.123333333,0.136666667,0.443333333,0.333333333
G10090_3950,71955,Ist1,49.31,53.12,46.65,45.11,49.85,50.91,71.02,87.49,75.89,78.5,82.5,85.28,1579,1697,1363,1306,1257,1389,49.69333333,48.62333333,78.13333333,82.09333333,1546.333333,1317.333333
G10090_9061,72391,Cdkn3,3.38,4.44,0.44,0.77,1.44,0.45,4.87,7.32,0.71,1.34,2.39,0.75,34,45,4,7,11,4,2.753333333,0.886666667,4.3,1.493333333,27.66666667,7.333333333
G10090_5273,79201,Tnfrsf23,11.22,1.8,0.73,0.68,0.72,0.68,16.16,2.97,1.19,1.19,1.19,1.14,511.76,84.59,30,28,24.63,27,4.583333333,0.693333333,6.773333333,1.173333333,208.7833333,26.54333333
G10090_20538,78405,Ntf5,2.23,1.13,0.72,0.25,0.68,0.49,3.21,1.87,1.17,0.44,1.12,0.82,59,30,17,6,14,12,1.36,0.473333333,2.083333333,0.793333333,35.33333333,10.66666667
G10090_11226,78541,Asb8,15.96,16.22,16.24,16.5,15.12,18.81,22.98,26.72,26.41,28.71,25.03,31.51,470,479,429,435,347,470,16.14,16.81,25.37,28.41666667,459.3333333,417.3333333
G10090_10408,108168323,Gm46580,0.2,0.11,0.07,0.03,0.11,0.1,0.29,0.18,0.12,0.06,0.18,0.17,33,18,11,5,14,14,0.126666667,0.08,0.196666667,0.136666667,20.66666667,11
G10090_6997,28010,Miip,11.99,11.79,7.79,5.71,9.13,7.54,17.27,19.42,12.67,9.94,15.11,12.62,269,271,157,111,166,144,10.52333333,7.46,16.45333333,12.55666667,232.3333333,140.3333333
G10090_1190,230279,Tmem268,6.53,6.7,2.92,2.83,4.76,3.94,9.41,11.03,4.74,4.92,7.87,6.61,338,341,139,132,189,174,5.383333333,3.843333333,8.393333333,6.466666667,272.6666667,165
G10090_20278,104346,Gas8,11.46,11.49,11.22,7.73,10.74,8.7,16.5,18.93,18.26,13.45,17.77,14.57,253,286,226,172,194,185,11.39,9.056666667,17.89666667,15.26333333,255,183.6666667
G10090_14515,100041449,Cyp3a59,0,0,0,0,0,0.04,0,0,0,0,0,0.07,0,0,0,0,0,1,0,0.013333333,0,0.023333333,0,0.333333333
G10090_23391,227835,Gtdc1,5.99,5.97,6.85,4.62,5.92,5.51,8.63,9.84,11.15,8.04,9.8,9.22,209,209,214,144,161,163,6.27,5.35,9.873333333,9.02,210.6666667,156
G10090_20496,319765,Igf2bp2,4.7,8.6,3.52,4.03,4.08,2.65,6.77,14.16,5.73,7.02,6.75,4.43,257,472,173,198,174,123,5.606666667,3.586666667,8.886666667,6.066666667,300.6666667,165
G10090_26108,14961,H2-Ab1,348.32,1076.85,118.24,106.28,122.44,94.74,501.73,1773.78,192.35,184.96,202.63,158.7,5306,16384,1609,1440,1450,1218,514.47,107.82,822.62,182.0966667,7766.333333,1369.333333
G10090_3925,22293,Slc45a2,0.07,0.1,0,0.05,0.09,0.03,0.1,0.16,0,0.09,0.15,0.05,3,4,0,2,3,1,0.056666667,0.056666667,0.086666667,0.096666667,2.333333333,2
G10090_5823,13821,Epb41l1,10.2,12.56,12.96,13.37,15.91,13.74,14.69,20.69,21.08,23.26,26.33,23.02,868,1109,1008,1051,1090,1036,11.90666667,14.34,18.82,24.20333333,995,1059
G10090_9282,74492,Kbtbd13,0.27,0.19,0.35,0.27,0.03,0.43,0.39,0.32,0.57,0.47,0.05,0.72,11,8,13,10,1,15,0.27,0.243333333,0.426666667,0.413333333,10.66666667,8.666666667
G10090_10103,317652,Klk15,0.14,0.11,0,0,0,0.08,0.21,0.18,0,0,0,0.14,2,1,0,0,0,1,0.083333333,0.026666667,0.13,0.046666667,1,0.333333333
G10090_26142,73739,Cby1,14.62,13.66,19.42,15.3,18.91,21.83,21.07,22.5,31.59,26.62,31.29,36.56,207,193,245,192,208,260,15.9,18.68,25.05333333,31.49,215,220
G10090_23398,140497,Cd300c2,34.2,10.89,2.48,1.09,2.58,1.15,49.26,17.93,4.04,1.9,4.27,1.92,494,157,32,14,29,14,15.85666667,1.606666667,23.74333333,2.696666667,227.6666667,19
G10090_10269,74574,Lvrn,0.07,0,0.01,0,0,0,0.1,0,0.02,0,0,0,4,0,1,0,0,0,0.026666667,0,0.04,0,1.666666667,0
G10090_5336,50793,Orc3,10.5,10.81,13.76,12.56,13.88,14.53,15.13,17.81,22.38,21.86,22.96,24.34,523,524,557,551,513,565,11.69,13.65666667,18.44,23.05333333,534.6666667,543
G10090_8201,114643,Oas1c,3.11,5.25,3.83,1.58,3.63,4.43,4.48,8.65,6.24,2.75,6,7.42,76,136,90,42,74,96,4.063333333,3.213333333,6.456666667,5.39,100.6666667,70.66666667
G10090_5198,15547,Trmt2a,13.44,12.37,11.7,9.95,10.3,10.45,19.36,20.37,19.03,17.31,17.05,17.5,528.73,458.34,377.74,302.38,292.45,312.53,12.50333333,10.23333333,19.58666667,17.28666667,454.9366667,302.4533333
G10090_29291,15360,Hmgcs2,94.11,157.87,236.41,140.74,485.69,67.5,135.56,260.04,384.56,244.94,803.77,113.07,4316,7267,9740,5791,17366,2630,162.7966667,231.31,260.0533333,387.26,7107.666667,8595.666667
G10090_33256,68472,Tmem126b,13.33,21.26,23.68,22.19,26.78,28.07,19.21,35.02,38.51,38.61,44.31,47.02,138,219,218,203,215,244,19.42333333,25.68,30.91333333,43.31333333,191.6666667,220.6666667
G10090_8123,19009,Pou6f1,5.98,6.55,8.22,4.95,6.89,7.85,8.62,10.79,13.38,8.61,11.4,13.16,409,466,509,312,369,470,6.916666667,6.563333333,10.93,11.05666667,461.3333333,383.6666667
G10090_12665,71519,Cyp2u1,1.47,0.66,1.38,2.24,1.95,1.7,2.12,1.08,2.25,3.91,3.23,2.84,43,21,33,55,36,41,1.17,1.963333333,1.816666667,3.326666667,32.33333333,44
G10090_17219,75597,Ndufaf2,26.84,28.19,28.19,26.55,28.7,32.45,38.66,46.43,45.86,46.2,47.49,54.36,209,218,195,182,173,211,27.74,29.23333333,43.65,49.35,207.3333333,188.6666667
G10090_6702,237465,Ccdc38,0.14,0.12,0.11,0.07,0.1,0.23,0.2,0.19,0.18,0.11,0.17,0.39,7,6,5,3,4,10,0.123333333,0.133333333,0.19,0.223333333,6,5.666666667
G10090_5512,328381,Sh2d4b,1.22,1.47,0.5,0.99,0.54,0.4,1.76,2.42,0.82,1.73,0.89,0.66,172,166,57,71,41,34,1.063333333,0.643333333,1.666666667,1.093333333,131.6666667,48.66666667
G10090_17892,69821,Mterf4,12.46,11.61,14.54,13.89,16.03,15.34,17.94,19.13,23.65,24.17,26.52,25.7,214,200,222,211,214,221,12.87,15.08666667,20.24,25.46333333,212,215.3333333
G10090_10106,76614,Immt,101.59,110.34,159.22,187,157.16,181.15,146.34,181.75,259,325.44,260.09,303.44,3739,4147,5436,6477,4674,5901,123.7166667,175.1033333,195.6966667,296.3233333,4440.666667,5684
G10090_6634,15402,Hoxa5,6.98,9.07,8.76,8.43,10.9,9.6,10.06,14.94,14.26,14.67,18.04,16.08,176,229,198,190,214,205,8.27,9.643333333,13.08666667,16.26333333,201,203
G10090_15494,12978,Csf1r,79.04,26.81,19.42,15.7,15.01,16.68,113.85,44.17,31.59,27.33,24.83,27.95,4101,1394,906,739,604,740,41.75666667,15.79666667,63.20333333,26.70333333,2133.666667,694.3333333
G10090_10872,66939,Aagab,16.3,16.46,19.09,20.47,20.85,20.61,23.48,27.11,31.05,35.63,34.51,34.52,584,592,615,658,583,626,17.28333333,20.64333333,27.21333333,34.88666667,597,622.3333333
G10090_18148,228775,Trib3,3.35,1.15,0.36,0.48,0.56,0.77,4.83,1.9,0.59,0.84,0.92,1.28,93,32,9,12,12,18,1.62,0.603333333,2.44,1.013333333,44.66666667,14
G10090_14302,73463,Als2cr11,0,0.03,0,0,0,0,0,0.06,0,0,0,0,0,1,0,0,0,0,0.01,0,0.02,0,0.333333333,0
G10090_24826,218268,Eif4e1b,0.04,0,0,0,0,0,0.06,0,0,0,0,0,1,0,0,0,0,0,0.013333333,0,0.02,0,0.333333333,0
G10090_26440,21833,Thra,24.46,21.72,22.85,18.86,27.22,26.66,35.23,35.78,37.17,32.82,45.05,44.66,819.88,733.91,690.9,568.37,712.54,759.47,23.01,24.24666667,36.06,40.84333333,748.23,680.1266667
G10090_2676,243655,Klre1,0.09,0,0,0,0.19,0.21,0.13,0,0,0,0.32,0.36,1,0,0,0,2,2,0.03,0.133333333,0.043333333,0.226666667,0.333333333,1.333333333
G10090_13077,56745,C1qtnf1,23.99,7.2,6.98,6.21,8.42,5.07,34.56,11.85,11.35,10.81,13.94,8.49,1481,446,388,345,402,267,12.72333333,6.566666667,19.25333333,11.08,771.6666667,338
G10090_16157,626942,Vmn2r90,0,0,0.03,0,0,0,0,0,0.05,0,0,0,0,0,1,0,0,0,0.01,0,0.016666667,0,0.333333333,0
G10090_16344,21375,Tbr1,0.04,0.02,0.02,0,0,0,0.05,0.03,0.03,0,0,0,2,1,1,0,0,0,0.026666667,0,0.036666667,0,1.333333333,0
G10090_193,108946,Zzz3,9.85,12.07,9.08,9.67,10.18,10.84,14.18,19.88,14.77,16.82,16.85,18.16,626,794,581,655,631,732,10.33333333,10.23,16.27666667,17.27666667,667,672.6666667
G10090_21829,218952,Fermt2,31.57,26.45,35.63,35.58,35.14,30.89,45.47,43.57,57.96,61.92,58.16,51.75,1425,1198,1445,1442,1237,1185,31.21666667,33.87,49,57.27666667,1356,1288
G10090_10987,215090,Maneal,0.03,0.03,0.18,0.03,0.17,0.19,0.04,0.04,0.29,0.05,0.28,0.31,1,1,6,1,5,6,0.08,0.13,0.123333333,0.213333333,2.666666667,4
G10090_7923,317653,Klk14,0,0,0,0,0.06,0,0,0,0,0,0.1,0,0,0,0,0,1,0,0,0.02,0,0.033333333,0,0.333333333
G10090_12395,66671,Ccnh,13.02,15.32,15.76,14.3,15.36,18.89,18.76,25.23,25.63,24.89,25.41,31.64,321,369,340,307,280,377,14.7,16.18333333,23.20666667,27.31333333,343.3333333,321.3333333
G10090_17996,14246,Flg,0,0.01,0.01,0.02,0.02,0.01,0,0.01,0.01,0.04,0.03,0.01,0,1,1,4,3,1,0.006666667,0.016666667,0.006666667,0.026666667,0.666666667,2.666666667
G10090_2265,67074,Mon2,14.44,10.81,13.24,15.89,12.71,14.06,20.8,17.8,21.54,27.65,21.03,23.55,1044,830,914,1125,768,944,12.83,14.22,20.04666667,24.07666667,929.3333333,945.6666667
G10090_13013,51902,Rnf24,3.27,4.06,9.69,8.3,2.26,7.44,4.71,6.69,15.76,14.44,3.75,12.46,258.43,322.42,688.04,588.79,139.49,499.81,5.673333333,6,9.053333333,10.21666667,422.9633333,409.3633333
G10090_16977,330503,Gm5113,0.44,0.66,1.2,1.8,1.85,1.44,0.63,1.08,1.95,3.14,3.06,2.41,18,27,44,66.17,59,50,0.766666667,1.696666667,1.22,2.87,29.66666667,58.39
G10090_9592,71846,Syce2,6.42,5.57,3.94,1.73,3.24,2.99,9.25,9.18,6.41,3.01,5.37,5.02,73,64,39,17,28,28,5.31,2.653333333,8.28,4.466666667,58.66666667,24.33333333
G10090_20091,239530,Gpr20,0.14,0.03,0.12,0.12,0.09,0.04,0.2,0.06,0.19,0.2,0.15,0.07,6,2,4,3,2,1,0.096666667,0.083333333,0.15,0.14,4,2
G10090_3829,22284,Usp9x,12.34,13.96,13.34,16.57,14.24,14.09,17.78,22.99,21.7,28.84,23.57,23.61,2118,2407,2059,2549,1906,2059,13.21333333,14.96666667,20.82333333,25.34,2194.666667,2171.333333
G10090_26124,14611,Gja3,0.05,0.11,0.03,0.28,0.07,0.03,0.08,0.18,0.05,0.48,0.12,0.05,2,4,1,9,2,1,0.063333333,0.126666667,0.103333333,0.216666667,2.333333333,4
G10090_9789,230596,Prpf38a,13.61,13.85,11.18,9.14,11.64,12.36,19.6,22.82,18.19,15.91,19.26,20.71,272,277,200,163,181,209,12.88,11.04666667,20.20333333,18.62666667,249.6666667,184.3333333
G10090_17731,14793,Cdca3,4.46,4.22,1.81,1.48,2.97,1.31,6.42,6.96,2.95,2.57,4.92,2.2,91,89,36,30,46,24,3.496666667,1.92,5.443333333,3.23,72,33.33333333
G10090_24459,100039210,Gm2102,0,0,0,0,0.03,0,0,0,0,0,0.04,0,0,0,0,0,1,0,0,0.01,0,0.013333333,0,0.333333333
G10090_26651,13835,Epha1,3.66,8.64,8.26,7.5,6.4,9.78,5.27,14.22,13.44,13.06,10.59,16.39,165,391,338,305,226,372,6.853333333,7.893333333,10.97666667,13.34666667,298,301
G10090_11930,20758,Sprr2d,6.56,3.63,1.16,0,0,0,9.46,5.99,1.89,0,0,0,51,28,8,0,0,0,3.783333333,0,5.78,0,29,0
G10090_2825,666339,Muc3,0.04,0,0.01,0,0,0,0.05,0,0.02,0,0,0,3,0,1,0,0,0,0.016666667,0,0.023333333,0,1.333333333,0
G10090_2127,66049,Rogdi,48.31,56.69,73.67,57.6,59.69,76.98,69.59,93.38,119.84,100.24,98.77,128.95,875,1028,1195,931,842,1180,59.55666667,64.75666667,94.27,109.32,1032.666667,984.3333333
G10090_14138,69190,Dym,23.8,21.54,23.89,32.34,28.16,26.14,34.28,35.49,38.86,56.28,46.61,43.79,649,570,581,816,585,614,23.07666667,28.88,36.21,48.89333333,600,671.6666667
G10090_14119,209047,Gipc3,0.3,0.36,0.67,0.24,0.59,0.64,0.43,0.6,1.09,0.42,0.98,1.07,11,8,17,8,17,20,0.443333333,0.49,0.706666667,0.823333333,12,15
G10090_22856,245474,Dkc1,6.77,8.58,6.98,7.15,8.64,6.79,9.75,14.14,11.35,12.44,14.3,11.37,262,327,243,239,249,223,7.443333333,7.526666667,11.74666667,12.70333333,277.3333333,237
G10090_9230,104027,Synpo,19.98,10.59,11.9,15.31,13.52,10.21,28.77,17.44,19.36,26.64,22.37,17.11,1421,752,755,970,745,614,14.15666667,13.01333333,21.85666667,22.04,976,776.3333333
G10090_18699,16485,Kcna1,0.04,0.04,0.01,0.03,0.04,0.01,0.06,0.06,0.01,0.05,0.07,0.02,5,5,1,3,4,1,0.03,0.026666667,0.043333333,0.046666667,3.666666667,2.666666667
