st_gene_id,gene_id,gene_symbol,fpkm_ato1,fpkm_ato2,fpkm_ato3,fpkm_db1,fpkm_db2,fpkm_db3,tpm_ato1,tpm_ato2,tpm_ato3,tpm_db1,tpm_db2,tpm_db3,read_count_ato1,read_count_ato2,read_count_ato3,read_count_db1,read_count_db2,read_count_db3,average_fpkm_ato10,average_fpkm_db,average_tpm_ato10,average_tpm_db,average_read_count_ato10,average_read_count_db
G10090_14484,73942,Fam151b,5.41,3.06,3.6,7.47,6.14,6.37,7.79,5.03,5.86,13,10.16,10.68,94,55,58,118,86,97,4.023333333,6.66,6.226666667,11.28,69,100.3333333
G10090_23754,11858,Rnd2,12.8,23.87,16.47,10.34,12.07,15.01,18.44,39.33,26.79,18,19.97,25.13,100,185,114,71,73,98,17.71333333,12.47333333,28.18666667,21.03333333,133,80.66666667
G10090_6587,66356,Knop1,8.49,9.07,9.45,10.84,11.48,10.74,12.24,14.94,15.38,18.87,18.99,17.99,645,685,642,739,675.93,690,9.003333333,11.02,14.18666667,18.61666667,657.3333333,701.6433333
G10090_1301,26465,Zfp146,11.02,14.26,11.66,14.12,14.54,11.27,15.87,23.49,18.98,24.58,24.06,18.87,427,549,403,470,435,371,12.31333333,13.31,19.44666667,22.50333333,459.6666667,425.3333333
G10090_21654,110821,Pcca,20.6,23.86,50.55,69.89,58.47,66.88,29.67,39.31,82.23,121.62,96.76,112.02,708,842,1585,2173,1581,1976,31.67,65.08,50.40333333,110.1333333,1045,1910
G10090_5430,257632,Nod2,2.16,0.4,0.44,0.31,0.45,0.45,3.11,0.65,0.72,0.54,0.75,0.76,141,26,26,18,23,25,1,0.403333333,1.493333333,0.683333333,64.33333333,22
G10090_31527,50724,Sap30l,16.44,14.07,17.4,12.94,15.89,16.82,23.68,23.18,28.31,22.51,26.29,28.18,335.68,287.54,318.15,235.76,252.54,290.72,15.97,15.21666667,25.05666667,25.66,313.79,259.6733333
G10090_26806,67418,Ppil4,8.96,9.13,7.97,8.8,9.12,8.85,12.91,15.03,12.97,15.32,15.1,14.82,356,365,278,313,284,300,8.686666667,8.923333333,13.63666667,15.08,333,299
G10090_30147,12343,Capza2,78.31,64.66,53.8,58.57,50.18,63.79,112.8,106.51,87.52,101.92,83.04,106.85,2096,1734,1291,1402,1046,1447,65.59,57.51333333,102.2766667,97.27,1707,1298.333333
G10090_32594,218442,Serinc5,5.39,5.14,3.73,3.11,4.29,3.59,7.76,8.46,6.07,5.42,7.09,6.01,406,389,253,211,252,230,4.753333333,3.663333333,7.43,6.173333333,349.3333333,231
G10090_1806,24058,Sigirr,30.46,37.45,56.43,43.21,59.58,52.49,43.88,61.68,91.8,75.2,98.6,87.93,608,815,1089,849,966,960,41.44666667,51.76,65.78666667,87.24333333,837.3333333,925
G10090_11726,108112,Eif4ebp3,22.78,26.17,44.12,12.16,43.29,15.08,32.81,43.1,71.77,21.16,71.65,25.26,333,382,576,158,492,186,31.02333333,23.51,49.22666667,39.35666667,430.3333333,278.6666667
G10090_2094,11607,Agtr1a,12.91,10.13,16.09,13.85,19.44,20.79,18.59,16.68,26.17,24.1,32.17,34.83,376,301,445,386,459,550,13.04333333,18.02666667,20.48,30.36666667,374,465
G10090_3996,23892,Grem1,2.02,1.06,0.87,2.06,0.12,3.91,2.92,1.74,1.42,3.59,0.2,6.56,44,23,18,40,2,72,1.316666667,2.03,2.026666667,3.45,28.33333333,38
G10090_28209,12177,Bnip3l,65.77,48.16,44.57,47.73,39.89,57.02,94.74,79.32,72.5,83.06,66.01,95.51,2958,2177,1801,1925,1401,2179,52.83333333,48.21333333,82.18666667,81.52666667,2312,1835
G10090_33406,231329,Polr2b,11.53,10.96,15.62,17.83,16.21,18.66,16.61,18.06,25.42,31.03,26.82,31.25,616,588,750,855,675,847,12.70333333,17.56666667,20.03,29.7,651.3333333,792.3333333
G10090_20794,74585,Sppl3,23.35,21.11,14.63,13.59,15.86,16.19,33.63,34.77,23.79,23.65,26.25,27.13,901,824,511,474,481,535,19.69666667,15.21333333,30.73,25.67666667,745.3333333,496.6666667
G10090_5303,236266,Alms1,0.42,0.48,0.59,0.65,0.63,0.5,0.6,0.79,0.96,1.13,1.05,0.84,61,69,77,84,72,61,0.496666667,0.593333333,0.783333333,1.006666667,69,72.33333333
G10090_17122,268756,Gulo,0.07,0.13,0.04,0.11,0.33,0.23,0.09,0.21,0.06,0.19,0.55,0.39,2,4,1,3,8,6,0.08,0.223333333,0.12,0.376666667,2.333333333,5.666666667
G10090_19361,54159,Rnase2b,0.11,0,0,0,0,0,0.16,0,0,0,0,0,1,0,0,0,0,0,0.036666667,0,0.053333333,0,0.333333333,0
G10090_4127,75871,Zfp821,11.98,9.92,8.07,7.94,9.26,9.68,17.26,16.33,13.13,13.82,15.33,16.22,331,280,201,196,194,229,9.99,8.96,15.57333333,15.12333333,270.6666667,206.3333333
G10090_1418,68235,Mturn,22.18,15.28,32.06,38.6,48.49,37.86,31.95,25.17,52.15,67.18,80.24,63.42,1282,932,1782,2315,2360,2042,23.17333333,41.65,36.42333333,70.28,1332,2239
G10090_28774,108151,Sema3d,1.23,0.52,0.68,0.48,0.52,0.76,1.77,0.86,1.11,0.83,0.87,1.27,114,49,57,40,38,60,0.81,0.586666667,1.246666667,0.99,73.33333333,46
G10090_30928,75641,1700029I15Rik,0.32,0.65,0,0.37,0.41,0,0.45,1.07,0,0.65,0.68,0,1,2,0,1,1,0,0.323333333,0.26,0.506666667,0.443333333,1,0.666666667
G10090_16593,102638541,Gm35078,0,0,0,0,0.18,0,0,0,0,0,0.29,0,0,0,0,0,1,0,0,0.06,0,0.096666667,0,0.333333333
G10090_2264,99887,Tmem56,1.46,4.71,3.09,3.14,3.49,3.81,2.1,7.77,5.02,5.47,5.78,6.39,128,425,251,251,243,291,3.086666667,3.48,4.963333333,5.88,268,261.6666667
G10090_1100,75607,Wnk2,0.46,0.25,0.47,0.59,0.44,0.48,0.67,0.41,0.76,1.02,0.73,0.81,50,29,46,57,40,45,0.393333333,0.503333333,0.613333333,0.853333333,41.66666667,47.33333333
G10090_30536,19951,Rpl32,1348.16,812.37,913.4,660.51,815.68,760.49,1941.94,1338.13,1485.84,1149.48,1349.88,1273.86,6997,4151,4165,2973,3264,3267,1024.643333,745.56,1588.636667,1257.74,5104.333333,3168
G10090_31187,213469,Lgi3,0.11,0.02,0.28,0.2,0.81,0.69,0.16,0.04,0.45,0.35,1.34,1.16,5,1,11,8,28,26,0.136666667,0.566666667,0.216666667,0.95,5.666666667,20.66666667
G10090_14369,18227,Nr4a2,2.44,0.45,0.57,0.48,0.34,0.17,3.51,0.74,0.92,0.84,0.56,0.28,138,26,28,21,16,7,1.153333333,0.33,1.723333333,0.56,64,14.66666667
G10090_6620,78412,Cyren,1.09,1.41,1.17,1.24,0.96,1.01,1.57,2.32,1.9,2.15,1.59,1.7,53.11,64.92,49.71,54.2,33.59,42.2,1.223333333,1.07,1.93,1.813333333,55.91333333,43.33
G10090_18329,69663,Ddx51,2.12,2.31,2.19,2.42,2.89,2.21,3.05,3.81,3.57,4.21,4.78,3.71,145,159,135,149,148,129,2.206666667,2.506666667,3.476666667,4.233333333,146.3333333,142
G10090_18037,100515,Zfp518b,0.69,1.1,0.52,0.53,0.69,0.85,1,1.81,0.85,0.93,1.15,1.43,62,99,43,45,49,65,0.77,0.69,1.22,1.17,68,53
G10090_17644,242297,Fam110b,1.43,1.22,0.58,0.65,1.19,0.79,2.06,2.01,0.94,1.14,1.97,1.32,54,46,20,20,31,23,1.076666667,0.876666667,1.67,1.476666667,40,24.66666667
G10090_18421,330301,Zfp786,0.2,0.31,0.37,0.46,0.49,0.42,0.29,0.5,0.6,0.79,0.81,0.71,8,12,13,16,15,14,0.293333333,0.456666667,0.463333333,0.77,11,15
G10090_10301,20351,Sema4a,37.28,48.49,41.4,32.38,50.2,45.9,53.71,79.87,67.35,56.35,83.07,76.88,1619,2164,1692,1341,1748,1761,42.39,42.82666667,66.97666667,72.1,1825,1616.666667
G10090_1260,108670,Epsti1,4.94,5.56,1.52,1.27,2.76,1.65,7.12,9.16,2.47,2.22,4.57,2.76,124,139,33,28,54,35,4.006666667,1.893333333,6.25,3.183333333,98.66666667,39
G10090_3540,70028,Dop1b,4.39,2.94,2.1,2.51,2.78,3.02,6.32,4.85,3.41,4.37,4.6,5.06,449,301,198,237,230,270,3.143333333,2.77,4.86,4.676666667,316,245.6666667
G10090_934,105245389,Gm40853,2.1,2.95,1.17,1.06,1.51,1.26,3.02,4.86,1.9,1.84,2.51,2.11,33.53,47.09,16.72,15.04,18.82,16.99,2.073333333,1.276666667,3.26,2.153333333,32.44666667,16.95
G10090_29890,108167986,Gm46339,0.68,0.86,0.34,0.55,0.67,0.87,0.97,1.41,0.56,0.95,1.11,1.45,22,28,10,16,17,24,0.626666667,0.696666667,0.98,1.17,20,19
G10090_18558,22690,Zfp28,1.81,1.78,1.4,1.25,1.7,1.55,2.6,2.93,2.27,2.17,2.81,2.6,80,83,60,53,63,60,1.663333333,1.5,2.6,2.526666667,74.33333333,58.66666667
G10090_1670,268566,Gphn,9.27,15.02,21.74,26.11,19.96,24.33,13.36,24.74,35.37,45.44,33.03,40.75,431,698,915,1091,725,960,15.34333333,23.46666667,24.49,39.74,681.3333333,925.3333333
G10090_7304,56637,Gsk3b,9.55,9.67,7.59,9.09,8.54,7.84,13.76,15.94,12.34,15.81,14.13,13.13,1014,1039,718,863,703,714,8.936666667,8.49,14.01333333,14.35666667,923.6666667,760
G10090_3474,108012,Ap1s2,23.88,7.7,3.04,4.13,4.36,2.96,34.39,12.68,4.95,7.19,7.21,4.95,765,245,97,138,127,92,11.54,3.816666667,17.34,6.45,369,119
G10090_11607,78242,Spink12,7.76,2.23,0.31,0,0.36,0,11.17,3.67,0.51,0,0.59,0,84,24,3,0,3,0,3.433333333,0.12,5.116666667,0.196666667,37,1
G10090_15819,83669,Wdr6,12.83,12.8,10.98,9.41,11.75,16.2,18.48,21.09,17.87,16.37,19.44,27.13,737.68,739.08,567.66,485.72,526.75,791.76,12.20333333,12.45333333,19.14666667,20.98,681.4733333,601.41
G10090_28380,20555,Slfn1,27.21,3.25,0.18,0.04,0.41,0.33,39.2,5.35,0.29,0.08,0.68,0.56,678,81,4,1,8,7,10.21333333,0.26,14.94666667,0.44,254.3333333,5.333333333
G10090_26043,320106,Slc38a11,0.05,0.05,0.11,0.21,0.06,0,0.07,0.08,0.17,0.37,0.1,0,1,1,2,4,1,0,0.07,0.09,0.106666667,0.156666667,1.333333333,1.666666667
G10090_21169,14114,Fbln1,2.77,0.75,3.31,1.13,1.6,1.69,3.99,1.23,5.39,1.97,2.65,2.83,95,26,109,37,47,53,2.276666667,1.473333333,3.536666667,2.483333333,76.66666667,45.66666667
G10090_2370,18518,Igbp1,47.72,60.86,57.51,64.82,73.8,62.15,68.74,100.24,93.55,112.81,122.14,104.11,953,1216,1028,1155,1147,1050,55.36333333,66.92333333,87.51,113.02,1065.666667,1117.333333
G10090_19173,241118,Asic4,0.08,0,0,0.03,0.04,0,0.12,0,0,0.05,0.06,0,3,0,0,1,1,0,0.026666667,0.023333333,0.04,0.036666667,1,0.666666667
G10090_2014,621487,Frg2f9,0,0.08,0.09,0,0,0,0,0.13,0.14,0,0,0,0,1,1,0,0,0,0.056666667,0,0.09,0,0.666666667,0
G10090_28193,11668,Aldh1a1,46.64,104.1,116.5,88.73,61.52,112.45,67.19,171.48,189.51,154.41,101.81,188.36,1281,2865,2869,2180,1316,2618,89.08,87.56666667,142.7266667,148.1933333,2338.333333,2038
G10090_23635,268783,Mtmr12,9.38,10.42,11.32,10.05,10.12,11.57,13.51,17.16,18.42,17.48,16.75,19.38,592,661,639,571,497,622,10.37333333,10.58,16.36333333,17.87,630.6666667,563.3333333
G10090_16952,67440,Mtpap,11.81,9.85,9.79,12.27,12.22,11.59,17.02,16.22,15.93,21.35,20.22,19.42,442,370,330,419,355,369,10.48333333,12.02666667,16.39,20.33,380.6666667,381
G10090_19104,69671,Tmem52,6.64,2.73,8.11,5.57,6.71,7.28,9.56,4.49,13.2,9.69,11.1,12.19,78,32,85,58,61,72,5.826666667,6.52,9.083333333,10.99333333,65,63.66666667
G10090_17652,192212,Prom2,6.35,3.83,5.8,7.31,10.77,9.13,9.15,6.31,9.44,12.72,17.82,15.3,381,231,313,394,504,466,5.326666667,9.07,8.3,15.28,308.3333333,454.6666667
G10090_17274,16854,Lgals3,434.74,188.43,80.67,36.62,67.95,36.86,626.22,310.37,131.23,63.73,112.45,61.74,7882,3413,1304,592,956,566,234.6133333,47.14333333,355.94,79.30666667,4199.666667,704.6666667
G10090_4952,67425,Eps8l1,3.13,2.22,1.2,1.44,2.45,3.72,4.5,3.66,1.95,2.5,4.06,6.24,173,123,59,72,111,172,2.183333333,2.536666667,3.37,4.266666667,118.3333333,118.3333333
G10090_7780,71521,Pds5a,9.95,10.44,9.02,13.04,8.97,10.84,14.34,17.2,14.68,22.7,14.85,18.16,975,1028,778,1044,686,857,9.803333333,10.95,15.40666667,18.57,927,862.3333333
G10090_28588,98256,Kmo,7.27,29.43,66.51,55.2,64.88,59.4,10.47,48.47,108.2,96.06,107.37,99.51,249,1011,2045,1694,1732,1727,34.40333333,59.82666667,55.71333333,100.98,1101.666667,1717.666667
G10090_14500,75974,Dock11,2.77,0.73,0.33,0.41,0.22,0.38,3.99,1.21,0.53,0.71,0.36,0.64,265,71,28,35,16,31,1.276666667,0.336666667,1.91,0.57,121.3333333,27.33333333
G10090_22345,258448,Olfr92,0.09,0,0,0,0,0,0.12,0,0,0,0,0,1,0,0,0,0,0,0.03,0,0.04,0,0.333333333,0
G10090_14901,67843,Slc35a4,42.3,35.67,39.44,36.25,38.1,38.9,60.94,58.76,64.15,63.09,63.05,65.16,1530,1305,1289,1186,1084,1215,39.13666667,37.75,61.28333333,63.76666667,1374.666667,1161.666667
G10090_7621,101187,Parp11,1.75,2.55,1.65,1.52,2.12,2.05,2.52,4.21,2.69,2.64,3.5,3.43,94,138,83,72,90,92,1.983333333,1.896666667,3.14,3.19,105,84.66666667
G10090_11073,26611,Rcn2,23.15,18.25,19.32,22.63,22.94,20.51,33.34,30.06,31.43,39.38,37.97,34.35,634,505,477,559,492,480,20.24,22.02666667,31.61,37.23333333,538.6666667,510.3333333
G10090_22220,211482,Efhb,0.16,0.04,0.06,0,0.05,0.04,0.24,0.07,0.1,0,0.08,0.06,6,2,2,0,1,1,0.086666667,0.03,0.136666667,0.046666667,3.333333333,0.666666667
G10090_7679,72183,Snx6,33.22,33.95,26.71,40.78,28.96,30.59,47.85,55.92,43.45,70.98,47.93,51.24,838,858,604,920,569,654,31.29333333,33.44333333,49.07333333,56.71666667,766.6666667,714.3333333
G10090_32282,545124,Tdg-ps,0.04,0.31,0.31,0.06,0.26,0.09,0.06,0.51,0.51,0.1,0.44,0.15,1.71,12.75,11.41,2.15,8.42,3.2,0.22,0.136666667,0.36,0.23,8.623333333,4.59
G10090_19536,102637973,Gm34653,0.12,0,0,0,0,0,0.17,0,0,0,0,0,2,0,0,0,0,0,0.04,0,0.056666667,0,0.666666667,0
G10090_13108,110862,Kcnq3,0.01,0,0.06,0.05,0,0.1,0.02,0,0.09,0.09,0,0.17,2,0,5,7,0,13,0.023333333,0.05,0.036666667,0.086666667,2.333333333,6.666666667
G10090_24475,233863,Gtf3c1,12.73,11.85,13.94,17.71,15.67,18.2,18.33,19.52,22.68,30.81,25.93,30.49,1247,1167,1229,1560,1198,1518,12.84,17.19333333,20.17666667,29.07666667,1214.333333,1425.333333
G10090_805,19713,Ret,0.18,0.09,0.09,0.09,0.31,0.07,0.26,0.14,0.15,0.16,0.52,0.11,18,9,8,7,25,5,0.12,0.156666667,0.183333333,0.263333333,11.66666667,12.33333333
G10090_821,18633,Pex16,25.77,24.92,33.25,21.64,30.74,28.57,37.13,41.05,54.09,37.66,50.88,47.86,488,471,568,368,461,463,27.98,26.98333333,44.09,45.46666667,509,430.6666667
G10090_33573,16495,Kcna7,0.1,0.04,0.21,0.21,0.13,0.14,0.15,0.07,0.33,0.36,0.22,0.24,5,2,9,9,5,6,0.116666667,0.16,0.183333333,0.273333333,5.333333333,6.666666667
G10090_22735,66094,Lsm7,80.64,58.58,52.01,38.16,52.56,49.6,116.16,96.5,84.61,66.42,86.99,83.08,379,270,214,155,191,193,63.74333333,46.77333333,99.09,78.83,287.6666667,179.6666667
G10090_20479,12447,Ccne1,1.44,1.14,0.59,0.3,0.29,0.4,2.08,1.87,0.96,0.52,0.48,0.67,38,30,14,7,6,9,1.056666667,0.33,1.636666667,0.556666667,27.33333333,7.333333333
G10090_20752,55980,Impa1,28.71,47.43,29.64,36.22,33.95,36.8,41.36,78.12,48.22,63.03,56.18,61.64,908,1521,858,1037,852,1003,35.26,35.65666667,55.9,60.28333333,1095.666667,964
G10090_200,11891,Rab27a,14.47,6.99,7.85,9.19,13.57,10.55,20.84,11.52,12.77,16,22.45,17.68,617,299,301,353,452,382,9.77,11.10333333,15.04333333,18.71,405.6666667,395.6666667
G10090_2599,56541,Habp4,28.78,38.37,43.38,23.93,34.57,41.73,41.46,63.2,70.56,41.64,57.21,69.9,1015,1357,1373,756,950,1249,36.84333333,33.41,58.40666667,56.25,1248.333333,985
G10090_33812,19172,Psmb4,220.45,197.32,194.94,155.83,179.7,177.12,317.54,325.03,317.12,271.2,297.39,296.68,2574,2296,2028,1612,1629,1740,204.2366667,170.8833333,319.8966667,288.4233333,2299.333333,1660.333333
G10090_12524,21819,Tg,0.1,0.02,0.02,0.02,0,0.02,0.14,0.04,0.03,0.03,0,0.03,12,3,2,2,0,2,0.046666667,0.013333333,0.07,0.02,5.666666667,1.333333333
G10090_4000,69546,Mapk1ip1,16.46,15.54,17.23,19.19,20.77,18.75,23.71,25.6,28.02,33.4,34.37,31.41,334,313,309,344,326,316,16.41,19.57,25.77666667,33.06,318.6666667,328.6666667
G10090_17132,67870,Enoph1,9.17,6.98,6.45,5.7,6.14,6.73,13.21,11.5,10.5,9.92,10.17,11.27,222,169,140,125,116,139,7.533333333,6.19,11.73666667,10.45333333,177,126.6666667
G10090_13929,214239,Ccdc9b,3.02,1.47,2.02,1.94,2.83,1.8,4.35,2.41,3.29,3.37,4.69,3.02,195,98,121,116,148,102,2.17,2.19,3.35,3.693333333,138,122
G10090_23511,76863,Dcun1d5,41.83,26.15,26.28,24.52,27.39,23.19,60.25,43.07,42.76,42.68,45.33,38.84,655,410,372,345,336,311,31.42,25.03333333,48.69333333,42.28333333,479,330.6666667
G10090_8208,114128,Laptm4b,42.16,53.33,45.16,57.99,45.38,58.83,60.73,87.84,73.46,100.92,75.1,98.55,1075,1362,1032,1322,901,1271,46.88333333,54.06666667,74.01,91.52333333,1156.333333,1164.666667
G10090_3145,105837,Mtbp,3.43,3.26,2.22,2.12,2.08,2.93,4.93,5.37,3.61,3.69,3.45,4.91,92,98,65,62,47,79,2.97,2.376666667,4.636666667,4.016666667,85,62.66666667
G10090_6633,235611,Plxnb1,11.55,8.09,6.79,7.27,9.11,8.92,16.64,13.33,11.04,12.66,15.08,14.93,1067,761,594,662,707,751,8.81,8.433333333,13.67,14.22333333,807.3333333,706.6666667
G10090_32,21930,Tnfaip6,2.79,0.05,0.05,0.05,0.06,0,4.01,0.08,0.09,0.09,0.1,0,59,1,1,1,1,0,0.963333333,0.036666667,1.393333333,0.063333333,20.33333333,0.666666667
G10090_2048,18223,Numbl,6.23,2.89,1.76,0.62,1.61,1.03,8.98,4.76,2.87,1.08,2.67,1.73,228,106,61,21,45,33,3.626666667,1.086666667,5.536666667,1.826666667,131.6666667,33
G10090_14966,11418,Asic2,0.39,0.38,0.46,0.09,0.39,0.12,0.56,0.63,0.75,0.16,0.65,0.21,16,14,16,3,14,5,0.41,0.2,0.646666667,0.34,15.33333333,7.333333333
G10090_18345,65112,Pmepa1,36.56,15.64,9.46,9.99,10.7,6.92,52.67,25.77,15.39,17.39,17.71,11.59,2314,992,537,571,533,376,20.55333333,9.203333333,31.27666667,15.56333333,1281,493.3333333
G10090_5358,100169864,Gm44504,0.47,1,0.35,0,0,0.59,0.67,1.64,0.57,0,0,0.99,6.85,15.08,4.55,0,0,7.26,0.606666667,0.196666667,0.96,0.33,8.826666667,2.42
G10090_27490,66962,Swsap1,8.61,8.15,8.47,6.73,8.98,8.35,12.4,13.42,13.79,11.72,14.85,13.98,213,202,188,149,173,175,8.41,8.02,13.20333333,13.51666667,201,165.6666667
G10090_4706,240590,Dmrt3,0.09,0,0,0,0,0,0.13,0,0,0,0,0,3,0,0,0,0,0,0.03,0,0.043333333,0,1,0
G10090_20106,75178,Meiob,0.54,2.02,0.18,0.15,0.83,0.38,0.77,3.33,0.29,0.26,1.38,0.64,11,47,4,3,13,7,0.913333333,0.453333333,1.463333333,0.76,20.66666667,7.666666667
G10090_2300,14105,Srsf10,24.73,22.47,18.09,26.82,21.34,15.99,35.62,37.01,29.43,46.68,35.32,26.78,1026,954,696,1032,715,582,21.76333333,21.38333333,34.02,36.26,892,776.3333333
G10090_19533,20183,Rxrg,0.18,0.18,0.65,0.31,2.08,1.01,0.26,0.3,1.06,0.54,3.44,1.69,4,4,13,8,36,19,0.336666667,1.133333333,0.54,1.89,7,21
G10090_21951,217306,Cd300e,1.49,0.23,0.34,0.04,0.09,0.04,2.14,0.38,0.55,0.07,0.14,0.08,40,6,9,1,2,1,0.686666667,0.056666667,1.023333333,0.096666667,18.33333333,1.333333333
G10090_12719,668880,Stard9,0.56,0.48,0.41,0.55,0.4,0.3,0.81,0.79,0.67,0.95,0.67,0.5,115,99,75,101,65,55,0.483333333,0.416666667,0.756666667,0.706666667,96.33333333,73.66666667
G10090_15216,72657,Selenoh,21.87,27.49,21.78,11.2,18.85,18.4,31.5,45.28,35.42,19.49,31.2,30.82,170,213,150,77,113,120,23.71333333,16.15,37.4,27.17,177.6666667,103.3333333
G10090_24997,19725,Rfx2,1.99,1.62,1.63,1.22,1.83,2.17,2.87,2.66,2.66,2.13,3.02,3.63,91,74,67,50,65,84,1.746666667,1.74,2.73,2.926666667,77.33333333,66.33333333
G10090_18889,230376,Haus6,1.65,1.72,1.44,1.09,1.47,1.3,2.37,2.83,2.34,1.9,2.44,2.17,136,139,98,73,91,79,1.603333333,1.286666667,2.513333333,2.17,124.3333333,81
G10090_26406,19170,Psmb1,172.35,168.14,146.81,133.54,143.11,159.38,248.26,276.96,238.82,232.4,236.83,266.96,2231,2171,1695,1534,1439,1738,162.4333333,145.3433333,254.68,245.3966667,2032.333333,1570.333333
G10090_2513,109275,Actr5,4.5,3.43,3.06,3.2,3.22,2.98,6.49,5.64,4.98,5.57,5.32,4.99,116,95,89,84,73,80,3.663333333,3.133333333,5.703333333,5.293333333,100,79
G10090_14634,218194,Phactr1,3.62,3.19,3.53,5.48,5.92,4.53,5.22,5.26,5.74,9.54,9.8,7.58,243,211,220,341,309,262,3.446666667,5.31,5.406666667,8.973333333,224.6666667,304
G10090_10526,103967,Dnm3,1.99,1.11,2.16,2.76,2.77,4.33,2.87,1.83,3.51,4.8,4.58,7.26,138,78,124,167,152,244,1.753333333,3.286666667,2.736666667,5.546666667,113.3333333,187.6666667
G10090_7130,226407,Rab3gap1,11.53,14.52,14.68,18.44,16.13,17.41,16.61,23.92,23.89,32.09,26.7,29.15,685,861,784,989,747,884,13.57666667,17.32666667,21.47333333,29.31333333,776.6666667,873.3333333
G10090_636,56258,Hnrnph2,38.59,35.05,30.59,34.19,30.2,29.35,55.58,57.73,49.76,59.49,49.99,49.16,1290,1175,920,1024,786,833,34.74333333,31.24666667,54.35666667,52.88,1128.333333,881
G10090_3610,213990,Agap3,17.37,13.02,12.61,13.5,11.91,12.62,25.02,21.44,20.51,23.49,19.7,21.14,726,545,467,518,397,448,14.33333333,12.67666667,22.32333333,21.44333333,579.3333333,454.3333333
G10090_14561,68480,Card19,128.75,70.42,35.87,22.68,36.94,42.2,185.46,116,58.35,39.47,61.12,70.68,1223,660,304,191,270,334,78.34666667,33.94,119.9366667,57.09,729,265
G10090_3722,231549,Lrrc8d,23.41,25.91,25.93,26.54,24.77,30.56,33.72,42.68,42.18,46.19,41,51.19,1233,1371.65,1241.69,1271.75,1023.79,1372.7,25.08333333,27.29,39.52666667,46.12666667,1282.113333,1222.746667
G10090_12679,68371,Pbld1,15.42,54.68,86.2,77.05,106.68,108.83,22.2,90.07,140.21,134.08,176.54,182.3,500.29,1740.19,2482.65,2166.2,2710.91,3061.95,52.1,97.52,84.16,164.3066667,1574.376667,2646.353333
G10090_30955,14894,Cfap20,19.86,19.27,20.54,20.28,21.46,23.29,28.6,31.74,33.41,35.3,35.51,39.02,332,322,307,302,279,329,19.89,21.67666667,31.25,36.61,320.3333333,303.3333333
G10090_2793,72508,Rps6kb1,8.97,10.54,10.31,10.54,8.62,8.23,12.92,17.36,16.78,18.34,14.27,13.78,553,602,492,496,379,415,9.94,9.13,15.68666667,15.46333333,549,430
G10090_29172,16852,Lgals1,537.03,289.09,100.16,65.46,89.02,85.17,773.56,476.19,162.94,113.91,147.32,142.66,5104,2732,846,549,656,679,308.76,79.88333333,470.8966667,134.63,2894,628
G10090_19335,19241,Tmsb4x,2783.02,876.91,371.43,300.91,445.69,320.74,4008.76,1444.43,604.2,523.67,737.58,537.26,21179,6616,2503,2010,2625,2039,1343.786667,355.78,2019.13,599.5033333,10099.33333,2224.666667
G10090_8645,238123,Cog5,5.79,5.17,5.16,6.45,6.55,7.83,8.34,8.51,8.4,11.22,10.85,13.11,419.47,384.17,323.34,462.27,370.56,467.93,5.373333333,6.943333333,8.416666667,11.72666667,375.66,433.5866667
G10090_17974,23879,Fxr2,20.54,20.69,20.57,26.43,20.68,20.78,29.59,34.08,33.46,46,34.22,34.81,845,854,760,975,663,726,20.6,22.63,32.37666667,38.34333333,819.6666667,788
G10090_19884,22417,Wnt4,3.4,2.7,0.64,0.34,0.53,0.4,4.9,4.45,1.05,0.59,0.87,0.66,182.22,145.37,31,16.37,22,17.99,2.246666667,0.423333333,3.466666667,0.706666667,119.53,18.78666667
G10090_11058,23827,Bpnt1,60.62,91.55,111.42,183.81,139.37,172.11,87.32,150.81,181.25,319.89,230.64,288.29,1806.95,2743,2980.67,4914,3249,4366,87.86333333,165.0966667,139.7933333,279.6066667,2510.206667,4176.333333
G10090_33284,12540,Cdc42,269.49,230.18,175.62,172.22,163.9,184.08,388.18,379.16,285.68,299.71,271.24,308.34,7823,6700,4561,4474,3698,4524,225.0966667,173.4,351.0066667,293.0966667,6361.333333,4232
G10090_8908,227700,Sh3glb2,25.75,20.98,19.08,17.75,20.63,23.65,37.1,34.56,31.04,30.88,34.14,39.62,654,540,438,411,417,514,21.93666667,20.67666667,34.23333333,34.88,544,447.3333333
G10090_4791,71838,Phf7,7.28,10.16,9.52,6.4,12.34,11.35,10.49,16.73,15.49,11.15,20.42,19.02,194,273,229,155,258,260,8.986666667,10.03,14.23666667,16.86333333,232,224.3333333
G10090_21963,100504404,H2-Ea-ps,89.27,154.66,39.56,34.66,24.68,20.19,128.58,254.75,64.36,60.31,40.85,33.83,846,1461,334,291,180,160,94.49666667,26.51,149.23,44.99666667,880.3333333,210.3333333
G10090_10876,258783,Olfr920,1.02,0.49,0.68,0.08,0.73,0.36,1.47,0.81,1.1,0.15,1.21,0.6,27,13,16,2,15,8,0.73,0.39,1.126666667,0.653333333,18.66666667,8.333333333
G10090_1936,435802,Cyp4a30b,0,0.05,0,0,0,0,0,0.08,0,0,0,0,0,1,0,0,0,0,0.016666667,0,0.026666667,0,0.333333333,0
G10090_7513,66408,Aptx,3.55,3.4,3.16,2.92,3.56,3.97,5.11,5.6,5.15,5.08,5.9,6.64,281,273,226,209,221,269,3.37,3.483333333,5.286666667,5.873333333,260,233
