Reporter Identifier	T00247073 normalised intensity	T00247073 quality flag
GE1264116	6.573	GOOD
GE1264120	1.152	GOOD
GE1264122	0.186	EMPTY
GE1264134	14.473	GOOD
GE1264151	3.16	GOOD
GE1264154	0.271	EMPTY
GE1264156	10.325	GOOD
GE1264183	0.375	EMPTY
GE1264194	15.031	GOOD
GE12642	16.553	GOOD
GE1264209	0.59	GOOD
GE1264251	0.278	EMPTY
GE1264268	0.178	EMPTY
GE1264288	1.39	GOOD
GE12643	1.102	GOOD
GE1264306	1.649	GOOD
GE1264311	2.885	GOOD
GE1264315	1.471	GOOD
GE1264316	0.31	EMPTY
GE1264322	2.732	GOOD
GE1264323	16.995	GOOD
GE1264343	1.015	GOOD
GE1264355	0.285	EMPTY
GE1264362	0.336	EMPTY
GE1264369	0.44	EMPTY
GE1264373	0.211	EMPTY
GE1264375	2.59	GOOD
GE1264377	0.467	EMPTY
GE1264383	0.316	EMPTY
GE1264384	0.231	EMPTY
GE1264393	3.756	GOOD
GE1264399	1.255	GOOD
GE12644	6.399	GOOD
GE1264412	0.224	EMPTY
GE1264415	3.314	GOOD
GE1264424	0.44	EMPTY
GE1264429	-0.052	NEGATIVE
GE1264436	6.993	GOOD
GE1264463	-0.018	NEGATIVE
GE1264479	6.271	GOOD
GE1264491	0.204	EMPTY
GE1264496	2.714	GOOD
GE12645	4.697	GOOD
GE1264502	3.29	GOOD
GE1264503	1.541	GOOD
GE1264507	-0.059	NEGATIVE
GE1264510	0.072	EMPTY
GE1264520	60.56	GOOD
GE1264531	0.088	EMPTY
GE1264556	0.096	EMPTY
GE1264560	1.348	GOOD
GE1264565	0.298	EMPTY
GE1264572	0.123	EMPTY
GE1264574	0.097	EMPTY
GE1264575	7.554	GOOD
GE1264580	0.512	EMPTY
GE1264587	0.976	GOOD
GE1264588	2.144	GOOD
GE1264597	NA	MSR
GE12646	15.745	GOOD
GE1264612	0.17	EMPTY
GE1264613	1.377	GOOD
GE1264659	0.125	EMPTY
GE1264669	0.089	EMPTY
GE1264673	1.981	GOOD
GE1264676	6.699	GOOD
GE12647	18.6	GOOD
GE1264702	0.206	EMPTY
GE1264710	11.962	GOOD
GE1264713	0.383	EMPTY
GE1264714	0.348	EMPTY
GE1264715	5.744	GOOD
GE1264716	0.324	EMPTY
GE1264718	0.706	GOOD
GE1264719	0.638	GOOD
GE1264753	0.355	EMPTY
GE1264754	0.597	EMPTY
GE1264756	2.632	GOOD
GE1264768	1.47	GOOD
GE1264772	0.588	GOOD
GE1264799	1.028	GOOD
GE12648	19.9	GOOD
GE1264806	1.849	GOOD
GE1264812	2.874	GOOD
GE1264815	1.129	GOOD
GE1264820	2.207	GOOD
GE1264830	5.111	GOOD
GE1264861	64.648	GOOD
GE1264865	0.123	EMPTY
GE1264867	0.115	EMPTY
GE1264872	0.112	EMPTY
GE1264882	1.328	GOOD
GE1264896	3.19	GOOD
GE12649	12.659	GOOD
GE1264902	49.585	GOOD
GE1264917	0.848	GOOD
GE1264925	0.376	EMPTY
GE1264927	1.204	GOOD
GE1264932	0.212	EMPTY
GE1264947	6.942	GOOD
GE1264955	0.493	GOOD
GE1264964	0.274	EMPTY
GE1264966	0.096	EMPTY
GE1264972	4.793	GOOD
GE1264978	0.996	GOOD
GE1264979	0.868	GOOD
GE1264983	1.752	GOOD
GE1264991	0.821	GOOD
GE1264994	0.296	EMPTY
GE1264997	0.604	GOOD
GE12650	4.817	GOOD
GE1265001	1.043	GOOD
GE1265012	1.398	GOOD
GE1265016	0.098	EMPTY
GE1265032	1.09	GOOD
GE1265065	3.176	GOOD
GE1265074	5.022	GOOD
GE1265090	0.135	EMPTY
GE12651	9.157	GOOD
GE1265111	23.612	GOOD
GE1265115	0.019	EMPTY
GE1265122	0.16	EMPTY
GE1265123	1.238	GOOD
GE1265124	0.25	EMPTY
GE1265134	0.268	EMPTY
GE1265150	0.206	EMPTY
GE1265154	0.979	GOOD
GE1265156	0.399	EMPTY
GE1265164	0.78	GOOD
GE1265165	5.153	GOOD
GE1265170	27.923	GOOD
GE1265186	1.09	GOOD
GE1265187	0.114	EMPTY
GE1265192	0.542	EMPTY
GE12652	8.865	GOOD
GE1265205	11.353	GOOD
GE1265209	2.713	GOOD
GE1265213	5.518	GOOD
GE1265216	1.201	GOOD
GE1265222	0.524	EMPTY
GE1265223	0.133	EMPTY
GE1265235	60.184	GOOD
GE1265240	2.112	GOOD
GE1265255	0.603	EMPTY
GE1265259	0.164	EMPTY
GE1265278	0.158	EMPTY
GE1265285	0.124	EMPTY
GE1265288	0.17	EMPTY
GE12653	9.691	GOOD
GE1265302	0.938	GOOD
GE1265318	0.252	EMPTY
GE1265327	0.097	EMPTY
GE1265363	0.286	EMPTY
GE1265369	0.706	GOOD
GE1265374	3.307	GOOD
GE1265377	0.115	EMPTY
GE1265388	23.722	GOOD
GE1265393	15.786	GOOD
GE1265397	0.548	GOOD
GE12654	2.546	GOOD
GE1265420	0.097	EMPTY
GE1265431	1.637	GOOD
GE1265432	0.332	EMPTY
GE1265433	0.103	EMPTY
GE1265461	1.084	GOOD
GE1265462	0.786	GOOD
GE1265475	2.212	GOOD
GE1265481	22.287	GOOD
GE1265482	1.061	GOOD
GE1265487	1.079	GOOD
GE1265496	3.253	GOOD
GE12655	13.298	GOOD
GE1265512	2.391	GOOD
GE1265517	0.241	EMPTY
GE1265528	0.066	EMPTY
GE1265532	0.446	EMPTY
GE1265539	6.189	GOOD
GE1265548	14.215	GOOD
GE1265558	0.314	EMPTY
GE1265566	0.301	EMPTY
GE1265577	0.52	GOOD
GE1265579	2.846	GOOD
GE1265585	0.087	EMPTY
GE1265588	0.091	EMPTY
GE1265590	0.369	EMPTY
GE12656	7.816	GOOD
GE1265609	1.625	GOOD
GE1265618	5.708	GOOD
GE1265620	0.836	GOOD
GE1265621	0.174	EMPTY
GE1265636	7.869	GOOD
GE1265640	28.056	GOOD
GE1265653	0.139	EMPTY
GE1265656	0.157	EMPTY
GE1265664	0.396	EMPTY
GE1265667	0.329	EMPTY
GE1265670	0.038	EMPTY
GE1265671	3.816	GOOD
GE1265689	1.037	GOOD
GE1265697	1.629	GOOD
GE1265698	0.697	GOOD
GE12657	41.415	GOOD
GE1265705	21.422	GOOD
GE1265714	7.735	GOOD
GE1265716	0.799	GOOD
GE1265721	8.152	GOOD
GE1265722	3.569	GOOD
GE1265734	0.51	GOOD
GE1265741	40.858	GOOD
GE1265751	9.023	GOOD
GE1265754	1.537	GOOD
GE1265756	9.813	GOOD
GE1265776	0.636	GOOD
GE1265780	3.011	GOOD
GE1265785	0.199	EMPTY
GE1265790	2.782	GOOD
GE1265792	0.5	EMPTY
GE1265797	0.748	GOOD
GE12658	0.608	GOOD
GE1265825	0.227	EMPTY
GE1265845	0.207	EMPTY
GE1265857	0.079	EMPTY
GE1265888	2.025	GOOD
GE1265889	10.623	GOOD
GE1265891	0.198	EMPTY
GE12659	6.841	GOOD
GE1265904	10.05	GOOD
GE1265907	0.108	EMPTY
GE1265911	0.121	EMPTY
GE1265918	0.262	EMPTY
GE1265932	-0.015	NEGATIVE
GE1265938	33.854	GOOD
GE1265954	0.145	EMPTY
GE1265969	0.321	EMPTY
GE1265990	1.125	GOOD
GE1265996	0.092	EMPTY
GE1265999	10.266	GOOD
GE12660	1.882	GOOD
GE1266006	0.772	GOOD
GE1266011	0.294	EMPTY
GE1266012	0.228	EMPTY
GE1266018	5.216	GOOD
GE1266020	0.368	EMPTY
GE1266022	1.975	GOOD
GE1266036	0.114	EMPTY
GE1266049	1.664	GOOD
GE1266051	0.83	GOOD
GE1266073	0.119	EMPTY
GE1266085	0.124	EMPTY
GE1266097	10.338	GOOD
GE12661	3.565	GOOD
GE1266105	7.988	GOOD
GE1266111	11.952	GOOD
GE1266114	0.052	EMPTY
GE1266119	0.297	EMPTY
GE1266125	0.057	EMPTY
GE1266131	241.925	GOOD
GE1266139	0.033	EMPTY
GE1266146	0.623	GOOD
GE1266152	0.958	GOOD
GE1266155	0.351	EMPTY
GE1266163	9.789	GOOD
GE1266173	1.065	GOOD
GE1266178	16.847	GOOD
GE1266179	1.982	GOOD
GE1266194	0.401	EMPTY
GE1266196	1.023	GOOD
GE12662	63.448	GOOD
GE1266206	1.379	GOOD
GE1266207	1.383	GOOD
GE1266225	0.483	EMPTY
GE1266228	0.271	EMPTY
GE1266230	0.26	EMPTY
GE1266242	60.116	GOOD
GE1266253	-0.015	NEGATIVE
GE1266257	2.419	GOOD
GE1266269	0.252	EMPTY
GE1266273	0.35	EMPTY
GE1266274	6.356	GOOD
GE1266277	0.293	EMPTY
GE1266282	0.193	EMPTY
GE1266285	0.105	EMPTY
GE1266288	5.963	GOOD
GE1266289	0.172	EMPTY
GE1266290	0.15	EMPTY
GE12663	28.484	GOOD
GE1266308	4.302	GOOD
GE1266319	29.449	GOOD
GE1266336	7.741	GOOD
GE1266348	1.214	GOOD
GE1266351	11.941	GOOD
GE1266352	0.111	EMPTY
GE1266395	0.106	EMPTY
GE12664	3.175	GOOD
GE1266402	0.173	EMPTY
GE1266420	0.093	EMPTY
GE1266424	0.306	EMPTY
GE1266427	0.24	EMPTY
GE1266428	6.985	GOOD
GE1266436	0.634	GOOD
GE1266456	0.734	GOOD
GE1266460	0.173	EMPTY
GE1266471	7.053	GOOD
GE1266477	3.954	GOOD
GE1266478	10.279	GOOD
GE1266484	0.455	EMPTY
GE12665	11.302	GOOD
GE1266506	0.281	EMPTY
GE1266507	1.503	GOOD
GE1266512	2.517	GOOD
GE1266521	0.626	GOOD
GE1266522	0.323	EMPTY
GE1266527	6.654	GOOD
GE1266537	8.49	GOOD
GE1266542	0.312	EMPTY
GE1266544	1.098	GOOD
GE1266545	0.576	GOOD
GE1266563	-0.04	NEGATIVE
GE1266567	1.419	GOOD
GE1266576	0.145	EMPTY
GE12666	4.292	GOOD
GE1266607	7.502	GOOD
GE1266637	3.184	GOOD
GE1266648	0.048	EMPTY
GE1266650	0.219	EMPTY
GE1266651	2.842	GOOD
GE1266665	0.083	EMPTY
GE1266672	0.998	GOOD
GE1266681	2.304	GOOD
GE1266696	0.396	EMPTY
GE12667	126.224	GOOD
GE1266708	3.785	GOOD
GE1266716	0.821	GOOD
GE1266727	NA	MSR
GE1266733	0.463	EMPTY
GE1266738	7.009	GOOD
GE1266746	10.605	GOOD
GE1266768	0.398	EMPTY
GE1266773	8.587	GOOD
GE1266777	0.073	EMPTY
GE1266778	3.487	GOOD
GE1266783	193.623	GOOD
GE1266784	0.141	EMPTY
GE1266785	0.151	EMPTY
GE12668	45.154	GOOD
GE1266845	1.111	GOOD
GE1266853	1.413	GOOD
GE1266863	7.034	GOOD
GE1266870	3.63	GOOD
GE1266894	0.299	EMPTY
GE1266899	0.178	EMPTY
GE12669	0.876	GOOD
GE1266915	0.149	EMPTY
GE1266919	0.136	EMPTY
GE1266920	0.548	GOOD
GE1266928	0.101	EMPTY
GE1266940	0.137	EMPTY
GE1266950	10.89	GOOD
GE1266959	5.532	GOOD
GE1266973	8.156	GOOD
GE1266978	16.724	GOOD
GE1266994	0.091	EMPTY
GE1266999	0.125	EMPTY
GE12670	14.865	GOOD
GE1267008	6.325	GOOD
GE1267011	4.257	GOOD
GE1267013	13.196	GOOD
GE1267017	0.999	GOOD
GE1267021	8.127	GOOD
GE1267029	0.052	EMPTY
GE1267031	6.675	GOOD
GE1267057	0.093	EMPTY
GE1267069	0.107	EMPTY
GE1267084	0.576	GOOD
GE1267087	0.071	EMPTY
GE1267088	2.381	GOOD
GE1267092	0.164	EMPTY
GE1267099	1.947	GOOD
GE12671	4.473	GOOD
GE1267103	0.387	EMPTY
GE1267119	0.368	EMPTY
GE1267124	1.7	GOOD
GE1267135	0.575	GOOD
GE1267136	0.389	EMPTY
GE1267154	0.506	EMPTY
GE1267161	0.476	EMPTY
GE1267172	0.065	EMPTY
GE1267177	0.217	EMPTY
GE1267193	0.079	EMPTY
GE12672	27.985	GOOD
GE1267218	0.124	EMPTY
GE1267219	102.121	GOOD
GE1267228	0.162	EMPTY
GE1267239	0.148	EMPTY
GE1267257	0.157	EMPTY
GE1267262	0.21	EMPTY
GE1267263	0.024	EMPTY
GE1267275	0.136	EMPTY
GE1267282	0.899	GOOD
GE1267289	0.124	EMPTY
GE12673	17.607	GOOD
GE1267309	0.2	EMPTY
GE1267316	8.687	GOOD
GE1267322	4.533	GOOD
GE1267335	0.824	GOOD
GE1267336	0.749	GOOD
GE1267360	0.819	GOOD
GE1267376	0.213	EMPTY
GE1267383	16.151	GOOD
GE1267388	1.104	GOOD
GE1267394	0.518	EMPTY
GE1267397	0.13	EMPTY
GE12674	4.219	GOOD
GE1267406	0.194	EMPTY
GE1267423	0.772	GOOD
GE1267443	11.669	GOOD
GE1267450	0.483	GOOD
GE1267463	0.23	EMPTY
GE1267470	27.009	GOOD
GE1267478	0.628	GOOD
GE1267487	0.163	EMPTY
GE1267488	24.586	GOOD
GE1267493	1.932	GOOD
GE1267499	1.402	GOOD
GE12675	41.873	GOOD
GE1267504	8.924	GOOD
GE1267523	12.007	GOOD
GE1267543	0.521	EMPTY
GE1267562	0.288	EMPTY
GE1267566	6.886	GOOD
GE1267574	0.248	EMPTY
GE1267580	0.587	GOOD
GE1267586	0.581	GOOD
GE12676	18.161	GOOD
GE1267606	3.355	GOOD
GE1267607	0.236	EMPTY
GE1267617	0.848	GOOD
GE1267624	0.279	EMPTY
GE1267633	5.136	GOOD
GE1267642	1.367	GOOD
GE1267644	1.476	GOOD
GE1267645	0.217	EMPTY
GE1267648	1.292	GOOD
GE1267665	2.34	GOOD
GE1267677	1.768	GOOD
GE1267678	11.204	GOOD
GE1267684	0.781	GOOD
GE1267697	0.263	EMPTY
GE12677	1.316	GOOD
GE1267701	0.379	EMPTY
GE1267722	0.405	EMPTY
GE1267740	2.144	GOOD
GE1267743	1.238	GOOD
GE1267746	NA	MSR
GE1267751	0.467	GOOD
GE1267755	0.159	EMPTY
GE1267757	3.564	GOOD
GE1267782	0.266	EMPTY
GE1267784	0.066	EMPTY
GE1267791	8.896	GOOD
GE1267798	3.131	GOOD
GE12678	101.202	GOOD
GE1267808	0.397	EMPTY
GE1267811	19.057	GOOD
GE1267822	0.434	EMPTY
GE1267828	0.233	EMPTY
GE1267841	9.376	GOOD
GE1267870	0.135	EMPTY
GE1267873	6.213	GOOD
GE1267883	0.028	EMPTY
GE1267886	0.076	EMPTY
GE12679	5.138	GOOD
GE1267903	10.115	GOOD
GE1267904	0.106	EMPTY
GE1267905	1.4	GOOD
GE1267926	0.596	GOOD
GE1267928	0.15	EMPTY
GE1267932	0.812	GOOD
GE1267933	0.128	EMPTY
GE1267939	0.105	EMPTY
GE1267963	0.671	GOOD
GE1267965	0.021	EMPTY
GE1267968	10.92	GOOD
GE1267977	0.766	GOOD
GE1267980	12.74	GOOD
GE1267995	10.396	GOOD
GE1267997	0.174	EMPTY
GE12680	40.73	GOOD
GE1268005	0.373	EMPTY
GE1268008	4.601	GOOD
GE1268013	0.139	EMPTY
GE1268024	0.681	GOOD
GE1268034	2.089	GOOD
GE1268040	12.133	GOOD
GE1268043	3.507	GOOD
GE1268053	7.132	GOOD
GE1268065	6.478	GOOD
GE1268070	0.11	EMPTY
GE1268081	0.077	EMPTY
GE1268083	0.155	EMPTY
GE1268087	0.153	EMPTY
GE1268099	0.975	GOOD
GE12681	12.482	GOOD
GE1268113	-0.049	NEGATIVE
GE1268116	0.953	GOOD
GE1268117	0.047	EMPTY
GE1268125	0.452	EMPTY
GE1268133	0.35	EMPTY
GE1268141	0.564	GOOD
GE1268152	2.404	GOOD
GE1268171	122.193	GOOD
GE1268173	1.001	GOOD
GE1268187	0.174	EMPTY
GE1268191	0.091	EMPTY
GE12682	4.131	GOOD
GE1268205	0.068	EMPTY
GE1268216	3.661	GOOD
GE1268220	21.174	GOOD
GE1268241	0.091	EMPTY
GE1268250	0.24	EMPTY
GE1268260	0.367	EMPTY
GE1268261	1.025	GOOD
GE1268267	0.217	EMPTY
GE1268273	1.924	GOOD
GE1268278	3.944	GOOD
GE1268280	1.158	GOOD
GE1268292	0.476	EMPTY
GE12683	2.547	GOOD
GE1268313	0.916	GOOD
GE1268320	0.094	EMPTY
GE1268323	0.977	GOOD
GE1268326	4.447	GOOD
GE1268330	19.967	GOOD
GE1268353	0.11	EMPTY
GE1268361	0.177	EMPTY
GE1268362	7.483	GOOD
GE1268370	0.799	GOOD
GE1268384	0.75	GOOD
GE1268387	0.038	EMPTY
GE12684	12.757	GOOD
GE1268404	0.11	EMPTY
GE1268408	0.293	EMPTY
GE1268417	0.214	EMPTY
GE1268423	0.237	EMPTY
GE1268428	0.234	EMPTY
GE1268441	0.199	EMPTY
GE1268461	0.071	EMPTY
GE1268462	0.616	GOOD
GE1268465	31.198	GOOD
GE1268487	1.31	GOOD
GE1268490	0.38	EMPTY
GE1268492	0.831	GOOD
GE1268495	0.047	EMPTY
GE12685	2.718	GOOD
GE1268528	NA	MSR
GE1268532	28.981	GOOD
GE1268541	0.155	EMPTY
GE1268543	0.572	GOOD
GE1268557	1.737	GOOD
GE1268572	4.286	GOOD
GE1268573	0.265	EMPTY
GE1268576	1.002	GOOD
GE1268577	8.946	GOOD
GE1268583	3.651	GOOD
GE1268585	0.722	GOOD
GE12686	1.864	GOOD
GE1268621	20.436	GOOD
GE1268622	0.982	GOOD
GE1268630	1.22	GOOD
GE1268632	0.039	EMPTY
GE1268634	15.501	GOOD
GE1268642	5.894	GOOD
GE1268643	0.835	GOOD
GE1268655	2.234	GOOD
GE1268658	0.168	EMPTY
GE1268673	7.476	GOOD
GE12687	2.885	GOOD
GE1268709	0.151	EMPTY
GE1268710	0.165	EMPTY
GE1268711	9.452	GOOD
GE1268712	0.75	GOOD
GE1268714	1.053	GOOD
GE1268717	0.27	EMPTY
GE1268723	11.079	GOOD
GE1268731	0.286	EMPTY
GE1268735	0.149	EMPTY
GE1268742	0.33	EMPTY
GE1268757	0.287	EMPTY
GE1268760	0.006	EMPTY
GE1268763	75.11	GOOD
GE1268767	0.416	EMPTY
GE12688	0.469	EMPTY
GE1268805	1.89	GOOD
GE1268809	0.241	EMPTY
GE1268818	1.713	GOOD
GE1268823	0.521	GOOD
GE1268839	0.162	EMPTY
GE1268854	NA	MSR
GE1268883	57.222	GOOD
GE1268893	0.109	EMPTY
GE1268896	0.07	EMPTY
GE12689	1.565	GOOD
GE1268907	0.304	EMPTY
GE1268911	55.638	GOOD
GE1268919	0.11	EMPTY
GE1268930	0.407	EMPTY
GE1268940	0.169	EMPTY
GE1268942	2.95	GOOD
GE1268945	0.159	EMPTY
GE1268961	1.709	GOOD
GE1268968	0.831	GOOD
GE1268982	14.016	GOOD
GE1268983	11.018	GOOD
GE1268997	15.789	GOOD
GE1268998	0.253	EMPTY
GE12690	13.429	GOOD
GE1269010	3.233	GOOD
GE1269012	7.75	GOOD
GE1269022	0.123	EMPTY
GE1269023	NA	MSR
GE1269026	0.49	EMPTY
GE1269047	8.337	GOOD
GE1269057	1.237	GOOD
GE1269062	0.611	GOOD
GE1269071	2.172	GOOD
GE1269081	2.547	GOOD
GE1269086	0.361	EMPTY
GE12691	55.715	GOOD
GE1269103	0.098	EMPTY
GE1269106	0.738	GOOD
GE1269110	0.673	GOOD
GE1269116	2.34	GOOD
GE1269118	0.132	EMPTY
GE1269126	3.151	GOOD
GE1269134	2.068	GOOD
GE1269135	9.549	GOOD
GE1269150	0.139	EMPTY
GE1269168	0.241	EMPTY
GE1269174	23.492	GOOD
GE1269179	9.494	GOOD
GE1269181	0.62	GOOD
GE1269186	2.358	GOOD
GE1269189	0.256	EMPTY
GE1269195	0.198	EMPTY
GE12692	5.746	GOOD
GE1269212	0.094	EMPTY
GE1269235	0.249	EMPTY
GE1269257	-0.001	NEGATIVE
GE1269261	1.181	GOOD
GE1269276	1.839	GOOD
GE1269285	0.712	GOOD
GE12693	9.992	GOOD
GE1269310	0.379	EMPTY
GE1269321	16.281	GOOD
GE1269328	1.809	GOOD
GE1269329	0.335	EMPTY
GE1269333	0.469	EMPTY
GE1269345	0.477	EMPTY
GE1269348	2.285	GOOD
GE1269361	0.193	EMPTY
GE1269369	0.598	GOOD
GE1269371	7.01	GOOD
GE1269392	10.111	GOOD
GE1269399	0.126	EMPTY
GE12694	17.16	GOOD
GE1269405	0.182	EMPTY
GE1269410	0.886	GOOD
GE1269416	0.646	GOOD
GE1269417	0.901	GOOD
GE1269420	0.212	EMPTY
GE1269429	0.107	EMPTY
GE1269430	12.406	GOOD
GE1269449	0.433	EMPTY
GE1269464	159.947	GOOD
GE1269471	0.174	EMPTY
GE1269473	1.593	GOOD
GE1269478	1.585	GOOD
GE1269494	0.572	GOOD
GE12695	78.906	GOOD
GE1269502	0.201	EMPTY
GE1269505	0.373	EMPTY
GE1269525	0.603	GOOD
GE1269534	12.485	GOOD
GE1269545	10.927	GOOD
GE1269548	0.311	EMPTY
GE1269550	4.128	GOOD
GE1269553	0.082	EMPTY
GE1269559	20.906	GOOD
GE1269571	0.106	EMPTY
GE1269579	1.904	GOOD
GE1269586	1.318	GOOD
GE12696	4.016	GOOD
GE1269602	0.538	GOOD
GE1269607	0.315	EMPTY
GE1269612	0.154	EMPTY
GE1269615	0.235	EMPTY
GE1269623	0.178	EMPTY
GE1269647	25.726	GOOD
GE1269654	25.311	GOOD
GE1269674	6.759	GOOD
GE1269681	0.283	EMPTY
GE1269683	2.71	GOOD
GE12697	13.021	GOOD
GE1269711	0.17	EMPTY
GE1269719	0.316	EMPTY
GE1269722	0.231	EMPTY
GE1269731	1.944	GOOD
GE1269737	5.45	GOOD
GE1269740	9.312	GOOD
GE1269741	0.214	EMPTY
GE1269753	0.544	GOOD
GE1269758	9.36	GOOD
GE1269762	0.21	EMPTY
GE1269772	0.186	EMPTY
GE1269781	0.101	EMPTY
GE1269786	0.679	GOOD
GE1269788	0.99	GOOD
GE1269795	6.276	GOOD
GE1269798	0.175	EMPTY
GE12698	49.655	GOOD
GE1269813	7.194	GOOD
GE1269823	0.387	EMPTY
GE1269831	0.615	GOOD
GE1269839	0.094	EMPTY
GE1269840	0.327	EMPTY
GE1269843	-0.048	NEGATIVE
GE1269844	0.358	EMPTY
GE1269846	0.096	EMPTY
GE1269848	0.917	GOOD
GE1269861	3.364	GOOD
GE1269890	0.264	EMPTY
GE1269897	1.954	POOR
GE12699	14.427	GOOD
GE1269901	0.266	EMPTY
GE1269906	18.823	GOOD
GE1269907	0.845	GOOD
GE1269916	2.957	GOOD
GE1269925	160.426	POOR
GE1269931	0.67	GOOD
GE1269937	9.882	GOOD
GE1269943	0.388	EMPTY
GE1269970	0.062	EMPTY
GE1269978	12.822	GOOD
GE1269980	0.27	EMPTY
GE1269987	4.453	GOOD
GE1269993	0.811	GOOD
GE12700	3.912	GOOD
GE1270013	0.219	EMPTY
GE1270014	2.66	GOOD
GE1270020	0.994	GOOD
GE1270022	0.229	EMPTY
GE1270042	1.49	GOOD
GE1270044	4.703	GOOD
GE1270048	0.903	GOOD
GE1270055	0.217	EMPTY
GE1270077	1.202	GOOD
GE1270095	1.295	GOOD
GE1270098	2.379	GOOD
GE12701	68.315	GOOD
GE1270105	0.162	EMPTY
GE1270115	1.634	GOOD
GE1270123	15.877	GOOD
GE1270130	0.247	EMPTY
GE1270148	0.131	EMPTY
GE1270149	0.458	EMPTY
GE1270155	0.19	EMPTY
GE1270165	0.621	GOOD
GE1270168	2.419	GOOD
GE1270175	0.441	EMPTY
GE1270178	0.221	EMPTY
GE1270188	0.921	GOOD
GE1270194	42.092	GOOD
GE1270199	0.208	EMPTY
GE12702	6.34	GOOD
GE1270211	9.593	GOOD
GE1270218	0.233	EMPTY
GE1270223	0.344	EMPTY
GE1270225	0.68	GOOD
GE1270233	0.092	EMPTY
GE1270248	0.159	EMPTY
GE1270275	0.066	EMPTY
GE1270277	0.21	EMPTY
GE1270290	0.104	EMPTY
GE12703	1.045	GOOD
GE1270305	0.368	EMPTY
GE1270318	62.594	GOOD
GE1270321	0.02	EMPTY
GE1270337	0.06	EMPTY
GE1270350	0.68	GOOD
GE1270355	0.601	GOOD
GE1270359	2.292	GOOD
GE1270364	0.326	EMPTY
GE1270369	0.122	EMPTY
GE1270384	0.262	EMPTY
GE1270385	0.178	EMPTY
GE1270387	0.88	GOOD
GE1270389	0.835	POOR
GE1270391	0.126	EMPTY
GE1270398	23.017	GOOD
GE12704	2.264	GOOD
GE1270408	6.449	GOOD
GE1270413	1.239	GOOD
GE1270418	-0.045	NEGATIVE
GE1270429	0.28	EMPTY
GE1270441	4.193	GOOD
GE1270444	13.88	GOOD
GE1270449	0.012	EMPTY
GE1270461	0.894	GOOD
GE1270467	20.144	GOOD
GE1270471	0.689	GOOD
GE1270472	7.577	GOOD
GE12705	13.51	GOOD
GE1270501	17.993	GOOD
GE1270504	0.294	EMPTY
GE1270508	0.918	GOOD
GE1270530	3.53	GOOD
GE1270532	0.622	GOOD
GE1270552	0.138	EMPTY
GE1270568	0.151	EMPTY
GE1270570	0.164	EMPTY
GE12706	8.946	GOOD
GE1270607	2.025	GOOD
GE1270610	0.48	GOOD
GE1270616	4.825	GOOD
GE1270625	0.735	GOOD
GE1270630	0.424	EMPTY
GE1270636	0.079	EMPTY
GE1270638	0.655	GOOD
GE1270650	0.66	GOOD
GE1270653	0.124	EMPTY
GE1270665	7.783	GOOD
GE1270670	1.23	GOOD
GE1270671	0.343	EMPTY
GE1270676	0.15	EMPTY
GE1270684	0.581	GOOD
GE12707	3.418	GOOD
GE1270712	0.234	EMPTY
GE1270714	1.15	GOOD
GE1270728	4.215	GOOD
GE1270729	11.351	GOOD
GE1270738	0.162	EMPTY
GE1270739	0.219	EMPTY
GE1270741	0.418	EMPTY
GE1270750	0.188	EMPTY
GE1270770	2.216	GOOD
GE1270789	2.28	GOOD
GE1270793	0.262	EMPTY
GE12708	11.896	GOOD
GE1270800	0.213	EMPTY
GE1270809	0.546	EMPTY
GE1270817	0.059	EMPTY
GE1270837	0.31	EMPTY
GE1270852	1.069	GOOD
GE1270854	0.828	GOOD
GE1270856	1.686	GOOD
GE1270865	36.799	GOOD
GE1270872	0.356	EMPTY
GE1270880	5.577	GOOD
GE1270886	0.115	EMPTY
GE1270888	0.107	EMPTY
GE1270894	36.061	GOOD
GE12709	18.326	GOOD
GE1270906	0.237	EMPTY
GE1270912	19.031	GOOD
GE1270941	11.049	GOOD
GE1270943	0.222	EMPTY
GE1270946	0.663	GOOD
GE1270956	0.204	EMPTY
GE1270958	0.286	EMPTY
GE1270961	0.108	EMPTY
GE1270964	0.271	EMPTY
GE1270965	0.253	EMPTY
GE1270987	1.857	GOOD
GE1270988	0.16	EMPTY
GE1270991	0.25	EMPTY
GE1270992	0.366	EMPTY
GE12710	11.301	GOOD
GE1271014	11.194	GOOD
GE1271017	0.246	EMPTY
GE1271018	10.755	GOOD
GE1271024	1.725	GOOD
GE1271031	2.839	GOOD
GE1271037	12.133	GOOD
GE1271058	0.112	EMPTY
GE1271066	2.663	GOOD
GE1271079	0.928	GOOD
GE1271081	1.681	GOOD
GE1271082	0.088	EMPTY
GE1271083	0.16	EMPTY
GE1271085	0.498	GOOD
GE1271094	0.488	EMPTY
GE12711	7.357	GOOD
GE1271107	0.193	EMPTY
GE1271113	2.894	GOOD
GE1271120	0.479	EMPTY
GE1271123	0.211	EMPTY
GE1271131	13.458	GOOD
GE1271142	1.179	GOOD
GE1271144	0.225	EMPTY
GE1271157	19.374	GOOD
GE1271161	4.696	GOOD
GE1271186	7.049	GOOD
GE1271187	0.243	EMPTY
GE1271190	0.385	EMPTY
GE12712	3.825	GOOD
GE1271208	38.362	GOOD
GE1271213	0.712	GOOD
GE1271233	3.905	GOOD
GE1271234	0.365	EMPTY
