Reporter Identifier	T00275904 normalised intensity	T00275904 quality flag
GE1101364	6.873	GOOD
GE1101382	4.811	GOOD
GE1101391	2.91	GOOD
GE1101396	0.565	GOOD
GE1101408	0.118	EMPTY
GE1101409	3.083	GOOD
GE1101411	0.345	EMPTY
GE1101419	0.693	GOOD
GE1101422	0.213	EMPTY
GE1101424	0.818	GOOD
GE1101435	2.07	GOOD
GE1101436	0.88	GOOD
GE1101442	0.85	GOOD
GE1101452	2.074	GOOD
GE1101474	1.037	GOOD
GE1101481	0.387	EMPTY
GE1101484	0.47	GOOD
GE1101504	1.224	GOOD
GE1101508	12.632	GOOD
GE1101510	-0.078	NEGATIVE
GE1101521	0.533	GOOD
GE1101526	28.841	GOOD
GE1101528	0.278	EMPTY
GE1101534	0.146	EMPTY
GE1101537	1.215	GOOD
GE1101563	3.891	GOOD
GE1101568	0.702	GOOD
GE1101572	10.525	GOOD
GE1101576	0.237	EMPTY
GE1101596	0.319	EMPTY
GE1101628	14.532	GOOD
GE1101647	2.107	GOOD
GE1101657	4.678	GOOD
GE1101666	3.743	GOOD
GE1101669	0.061	EMPTY
GE1101671	0.201	EMPTY
GE1101687	3.941	GOOD
GE1101689	30.943	GOOD
GE1101701	0.187	EMPTY
GE1101702	1.045	GOOD
GE1101708	0.795	GOOD
GE1101738	0.223	EMPTY
GE1101742	0.807	GOOD
GE1101754	0.232	EMPTY
GE1101761	6.133	GOOD
GE1101782	0.006	EMPTY
GE1101785	-0.015	NEGATIVE
GE1101788	0.138	EMPTY
GE1101792	NA	MSR
GE1101794	0.063	EMPTY
GE1101802	1.864	GOOD
GE1101827	59.523	GOOD
GE1101846	1.38	GOOD
GE1101847	0.075	EMPTY
GE1101857	0.014	EMPTY
GE1101867	35.24	GOOD
GE1101868	1.3	GOOD
GE1101872	1.413	GOOD
GE1101875	0.049	EMPTY
GE1101886	0.177	EMPTY
GE1101902	0.221	EMPTY
GE1101914	5.582	GOOD
GE1101918	0.672	GOOD
GE1101931	5.443	GOOD
GE1101942	0.803	GOOD
GE1101949	0.461	GOOD
GE1101957	0.379	EMPTY
GE1101959	0.149	EMPTY
GE1101971	1.203	GOOD
GE1101973	0.982	GOOD
GE1101975	0.27	EMPTY
GE1101982	0.074	EMPTY
GE1101986	8.762	GOOD
GE1101999	0.065	EMPTY
GE1102007	0.716	GOOD
GE1102011	24.415	GOOD
GE1102023	0.079	EMPTY
GE1102030	0.603	GOOD
GE1102032	0.177	EMPTY
GE1102038	0.377	EMPTY
GE1102049	0.158	EMPTY
GE1102059	9.468	GOOD
GE1102077	0.38	EMPTY
GE1102098	0.561	GOOD
GE1102113	0.14	EMPTY
GE1102114	0.113	EMPTY
GE1102116	0.111	EMPTY
GE1102120	0.052	EMPTY
GE1102136	1.78	GOOD
GE1102163	1.15	GOOD
GE1102166	0.939	GOOD
GE1102168	0.204	EMPTY
GE1102169	0.242	EMPTY
GE1102172	0.103	EMPTY
GE1102205	0.087	EMPTY
GE1102220	3.096	GOOD
GE1102225	1.12	GOOD
GE1102228	4.512	GOOD
GE1102257	0.529	GOOD
GE1102259	41.894	GOOD
GE1102270	0.105	EMPTY
GE1102273	111.781	GOOD
GE1102280	0.172	EMPTY
GE1102285	2.442	GOOD
GE1102293	0.17	EMPTY
GE1102295	0.135	EMPTY
GE1102300	0.186	EMPTY
GE1102312	7.875	GOOD
GE1102322	0.073	EMPTY
GE1102335	0.569	GOOD
GE1102337	0.213	EMPTY
GE1102338	1.381	GOOD
GE1102350	1.361	GOOD
GE1102357	0.196	EMPTY
GE1102369	0.231	EMPTY
GE1102371	6.482	GOOD
GE1102376	8.048	GOOD
GE1102381	0.871	GOOD
GE1102396	14.504	GOOD
GE1102398	0.83	GOOD
GE1102401	0.21	EMPTY
GE1102419	0.821	GOOD
GE1102420	10.521	GOOD
GE1102422	0.13	EMPTY
GE1102432	0.107	EMPTY
GE1102436	1.332	GOOD
GE1102439	9.901	GOOD
GE1102461	1.203	GOOD
GE1102464	0.25	EMPTY
GE1102465	0.425	GOOD
GE1102466	0.101	EMPTY
GE1102468	1.617	GOOD
GE1102488	0.135	EMPTY
GE1102495	1.234	GOOD
GE1102501	1.514	GOOD
GE1102524	0.114	EMPTY
GE1102526	0.076	EMPTY
GE1102559	0.162	EMPTY
GE1102564	12.027	GOOD
GE1102588	0.671	GOOD
GE1102599	0.206	EMPTY
GE1102600	0.085	EMPTY
GE1102609	0.66	GOOD
GE1102617	6.819	GOOD
GE1102623	0.453	GOOD
GE1102634	1.267	GOOD
GE1102645	17.377	GOOD
GE1102654	2.221	GOOD
GE1102657	0.479	GOOD
GE1102660	0.085	EMPTY
GE1102670	0.161	EMPTY
GE1102675	0.223	EMPTY
GE1102694	0.363	EMPTY
GE1102696	1.227	GOOD
GE1102699	0.757	GOOD
GE1102707	0.36	EMPTY
GE1102709	0.289	EMPTY
GE1102732	1.521	GOOD
GE1102743	9.251	GOOD
GE1102747	1.928	GOOD
GE1102760	11.314	GOOD
GE1102770	1.617	GOOD
GE1102784	0.113	EMPTY
GE1102806	0.754	GOOD
GE1102809	0.175	EMPTY
GE1102812	0.956	GOOD
GE1102817	2.333	GOOD
GE1102826	NA	MSR
GE1102827	0.544	GOOD
GE1102835	26.928	GOOD
GE1102862	0.919	GOOD
GE1102864	0.217	EMPTY
GE1102884	0.148	EMPTY
GE1102886	4.777	GOOD
GE1102905	0.095	EMPTY
GE1102907	1.22	GOOD
GE1102914	0.108	EMPTY
GE1102915	0.089	EMPTY
GE1102919	0.205	EMPTY
GE1102944	0.813	GOOD
GE1102946	0.088	EMPTY
GE1102947	0.107	EMPTY
GE1102956	10.717	GOOD
GE1102965	0.29	EMPTY
GE1102983	0.442	GOOD
GE1102995	5.279	GOOD
GE1102996	0.649	GOOD
GE1103006	5.88	GOOD
GE1103035	3.084	GOOD
GE1103039	1.645	GOOD
GE1103042	0.205	EMPTY
GE1103044	3.287	GOOD
GE1103052	0.069	EMPTY
GE1103056	4.625	GOOD
GE1103078	45.175	GOOD
GE1103079	0.487	GOOD
GE1103084	0.162	EMPTY
GE1103091	0.168	EMPTY
GE1103092	2.378	GOOD
GE1103095	0.219	EMPTY
GE1103097	0.274	EMPTY
GE1103100	0.058	EMPTY
GE1103108	0.165	EMPTY
GE1103116	0.879	GOOD
GE1103126	4.201	GOOD
GE1103141	0.133	EMPTY
GE1103153	0.304	EMPTY
GE1103159	0.363	EMPTY
GE1103162	0.585	GOOD
GE1103173	0.568	GOOD
GE1103185	4.867	GOOD
GE1103205	28.023	GOOD
GE1103219	0.141	EMPTY
GE1103230	0.422	GOOD
GE1103238	1.451	GOOD
GE1103241	0.283	EMPTY
GE1103252	0.254	EMPTY
GE1103255	0.077	EMPTY
GE1103261	0.26	EMPTY
GE1103262	2.291	GOOD
GE1103266	0.125	EMPTY
GE1103270	2.998	GOOD
GE1103282	0.21	EMPTY
GE1103283	0.185	EMPTY
GE1103289	1.185	GOOD
GE1103292	0.221	EMPTY
GE1103304	6.356	GOOD
GE1103305	78.034	GOOD
GE1103310	10.002	GOOD
GE1103357	3.055	GOOD
GE1103365	1.37	GOOD
GE1103376	2.455	GOOD
GE1103389	0.138	EMPTY
GE1103391	0.311	EMPTY
GE1103406	0.158	EMPTY
GE1103413	22.276	GOOD
GE1103424	0.827	GOOD
GE1103429	0.151	EMPTY
GE1103433	33.494	GOOD
GE1103441	1.109	GOOD
GE1103458	0.112	EMPTY
GE1103478	0.122	EMPTY
GE1103490	5.587	GOOD
GE1103491	0.237	EMPTY
GE1103492	8.077	GOOD
GE1103505	1.044	GOOD
GE1103522	9.05	GOOD
GE1103523	0.142	EMPTY
GE1103524	0.704	GOOD
GE1103529	1.046	GOOD
GE1103531	1.61	GOOD
GE1103532	2.022	GOOD
GE1103550	0.085	EMPTY
GE1103552	0.424	GOOD
GE1103557	0.662	GOOD
GE1103578	0.156	EMPTY
GE1103605	3.571	GOOD
GE1103606	0.258	EMPTY
GE1103614	0.121	EMPTY
GE1103615	0.361	EMPTY
GE1103623	0.389	EMPTY
GE1103633	0.288	EMPTY
GE1103635	2.118	GOOD
GE1103641	0.077	EMPTY
GE1103644	0.057	EMPTY
GE1103679	1.341	GOOD
GE1103681	3.368	GOOD
GE1103689	7.108	GOOD
GE1103698	0.416	EMPTY
GE1103709	0.643	GOOD
GE1103717	0.761	GOOD
GE1103739	1.884	GOOD
GE1103753	4.24	GOOD
GE1103758	0.115	EMPTY
GE1103759	0.086	EMPTY
GE1103764	0.237	EMPTY
GE1103791	2.399	GOOD
GE1103796	NA	MSR
GE1103797	0.646	GOOD
GE1103809	0.288	EMPTY
GE1103811	0.137	EMPTY
GE1103814	1.451	GOOD
GE1103820	0.776	GOOD
GE1103826	1.124	GOOD
GE1103828	1.47	GOOD
GE1103845	1.538	GOOD
GE1103849	0.63	GOOD
GE1103865	0.025	EMPTY
GE1103867	0.474	GOOD
GE1103868	0.466	EMPTY
GE1103870	0.191	EMPTY
GE1103875	3.12	GOOD
GE1103901	0.259	EMPTY
GE1103905	1.57	GOOD
GE1103910	0.21	EMPTY
GE1103914	0.607	GOOD
GE1103915	1.56	GOOD
GE1103924	0.154	EMPTY
GE1103943	1.564	GOOD
GE1103948	5.712	GOOD
GE1103952	0.288	EMPTY
GE1103964	2.136	GOOD
GE1103965	0.729	GOOD
GE1103991	9.079	GOOD
GE1103994	0.097	EMPTY
GE1104000	10.996	GOOD
GE1104007	1.248	GOOD
GE1104016	0.15	EMPTY
GE1104017	4.781	GOOD
GE1104027	0.246	EMPTY
GE1104034	1.492	GOOD
GE1104044	0.1	EMPTY
GE1104048	0.318	EMPTY
GE1104067	8.178	GOOD
GE1104073	17.699	GOOD
GE1104090	-0.019	NEGATIVE
GE1104096	1.309	GOOD
GE1104101	1.6	GOOD
GE1104103	6.069	GOOD
GE1104104	5.037	GOOD
GE1104121	2.977	GOOD
GE1104122	34.729	GOOD
GE1104124	0.285	EMPTY
GE1104139	7.401	GOOD
GE1104153	0.347	EMPTY
GE1104162	0.758	GOOD
GE1104171	0.127	EMPTY
GE1104185	5.806	GOOD
GE1104203	0.222	EMPTY
GE1104210	0.212	EMPTY
GE1104216	4.067	GOOD
GE1104220	1.631	GOOD
GE1104238	0.138	EMPTY
GE1104239	1.62	GOOD
GE1104242	0.161	EMPTY
GE1104244	0.224	EMPTY
GE1104256	0.018	EMPTY
GE1104269	0.161	EMPTY
GE1104278	0.131	EMPTY
GE1104279	0.221	EMPTY
GE1104285	0.745	GOOD
GE1104289	0.608	GOOD
GE1104301	1.131	GOOD
GE1104303	0.125	EMPTY
GE1104308	0.875	GOOD
GE1104317	0.451	GOOD
GE1104347	0.158	EMPTY
GE1104348	0.207	EMPTY
GE1104363	0.896	GOOD
GE1104366	2.244	GOOD
GE1104370	0.808	GOOD
GE1104371	3.572	GOOD
GE1104373	96.831	GOOD
GE1104401	15.821	GOOD
GE1104405	0.388	GOOD
GE1104416	0.528	GOOD
GE1104423	0.089	EMPTY
GE1104425	0.246	EMPTY
GE1104433	0.087	EMPTY
GE1104448	3.781	GOOD
GE1104464	3.287	GOOD
GE1104467	0.967	GOOD
GE1104471	4.373	GOOD
GE1104482	0.723	GOOD
GE1104489	0.723	GOOD
GE1104493	-0.002	NEGATIVE
GE1104514	1.493	GOOD
GE1104517	0.386	EMPTY
GE1104531	11.124	GOOD
GE1104534	1.512	GOOD
GE1104541	2.854	GOOD
GE1104545	0.053	EMPTY
GE1104550	2.903	GOOD
GE1104564	0.277	EMPTY
GE1104583	2.88	GOOD
GE1104587	0.045	EMPTY
GE1104601	1.126	GOOD
GE1104607	0.217	EMPTY
GE1104608	1.444	GOOD
GE1104610	0.028	EMPTY
GE1104619	0.277	EMPTY
GE1104649	0.363	EMPTY
GE1104656	2.895	GOOD
GE1104662	0.84	GOOD
GE1104671	11.291	GOOD
GE1104678	0.666	GOOD
GE1104681	41.131	GOOD
GE1104683	0.067	EMPTY
GE1104688	4.055	GOOD
GE1104692	7.031	GOOD
GE1104698	0.64	GOOD
GE1104703	0.522	GOOD
GE1104705	0.254	EMPTY
GE1104719	0.237	EMPTY
GE1104727	0.117	EMPTY
GE1104731	-0.039	NEGATIVE
GE1104733	2.491	GOOD
GE1104737	2.35	GOOD
GE1104759	0.471	GOOD
GE1104785	13.845	GOOD
GE1104790	0.22	EMPTY
GE1104792	3.834	GOOD
GE1104803	3.367	GOOD
GE1104805	0.278	EMPTY
GE1104825	0.019	EMPTY
GE1104826	1.46	GOOD
GE1104865	3.223	GOOD
GE1104869	0.142	EMPTY
GE1104872	0.677	GOOD
GE1104885	0.187	EMPTY
GE1104887	0.053	EMPTY
GE1104894	2.411	GOOD
GE1104900	0.172	EMPTY
GE1104916	1.315	GOOD
GE1104918	0.211	EMPTY
GE1104928	0.197	EMPTY
GE1104940	1.078	GOOD
GE1104943	0.062	EMPTY
GE1104952	0.265	EMPTY
GE1104958	1.664	GOOD
GE1104964	6.491	GOOD
GE1104972	1.138	GOOD
GE1104985	0.335	EMPTY
GE1104989	1.877	GOOD
GE1104994	0.162	EMPTY
GE1105012	1.789	GOOD
GE1105016	1.717	GOOD
GE1105019	1.457	GOOD
GE1105029	4.456	GOOD
GE1105052	0.233	EMPTY
GE1105058	1.998	GOOD
GE1105078	1.478	GOOD
GE1105080	0.097	EMPTY
GE1105085	8.415	GOOD
GE1105086	11.678	GOOD
GE1105101	1.231	GOOD
GE1105106	3.496	GOOD
GE1105115	3.574	GOOD
GE1105117	0.789	GOOD
GE1105134	0.902	GOOD
GE1105140	2.914	GOOD
GE1105151	3.798	GOOD
GE1105158	0.381	EMPTY
GE1105168	0.209	EMPTY
GE1105170	0.222	EMPTY
GE1105171	0.169	EMPTY
GE1105178	0.579	GOOD
GE1105213	1.101	GOOD
GE1105220	2.626	GOOD
GE1105221	4.331	GOOD
GE1105222	0.386	EMPTY
GE1105232	7.479	GOOD
GE1105248	1.296	GOOD
GE1105255	0.405	EMPTY
GE1105257	0.172	EMPTY
GE1105283	21.309	GOOD
GE1105286	0.001	EMPTY
GE1105292	0.183	EMPTY
GE1105300	2.137	GOOD
GE1105303	0.156	EMPTY
GE1105317	2.994	GOOD
GE1105323	2.922	GOOD
GE1105356	0.134	EMPTY
GE1105372	0.225	EMPTY
GE1105391	0.454	GOOD
GE1105405	1.377	GOOD
GE1105422	3.486	GOOD
GE1105432	0.135	EMPTY
GE1105433	1.21	GOOD
GE1105438	14.809	GOOD
GE1105443	6.768	GOOD
GE1105445	15.587	GOOD
GE1105456	28.397	GOOD
GE1105472	8.186	GOOD
GE1105475	0.103	EMPTY
GE1105479	0.565	GOOD
GE1105483	0.486	GOOD
GE1105486	4.801	GOOD
GE1105505	0.506	GOOD
GE1105508	12.535	GOOD
GE1105542	0.153	EMPTY
GE1105553	0.241	EMPTY
GE1105558	0.152	EMPTY
GE1105562	0.152	EMPTY
GE1105583	6.608	GOOD
GE1105592	0.137	EMPTY
GE1105595	0.322	EMPTY
GE1105600	0.545	GOOD
GE1105607	0.135	EMPTY
GE1105608	0.748	GOOD
GE1105614	1.431	GOOD
GE1105647	0.135	EMPTY
GE1105653	6.679	GOOD
GE1105654	1.172	GOOD
GE1105673	0.264	EMPTY
GE1105681	0.142	EMPTY
GE1105692	0.152	EMPTY
GE1105693	2.939	GOOD
GE1105694	0.138	EMPTY
GE1105697	0.127	EMPTY
GE1105700	1.239	GOOD
GE1105710	51.623	GOOD
GE1105712	0.061	EMPTY
GE1105739	3.79	GOOD
GE1105748	19.647	GOOD
GE1105754	0.998	GOOD
GE1105756	0.254	EMPTY
GE1105768	0.84	GOOD
GE1105779	1.486	GOOD
GE1105782	3.072	GOOD
GE1105784	0.158	EMPTY
GE1105810	9.808	GOOD
GE1105811	0.019	EMPTY
GE1105814	0.228	EMPTY
GE1105832	0.114	EMPTY
GE1105835	3.825	GOOD
GE1105853	0.146	EMPTY
GE1105855	0.907	GOOD
GE1105860	3.902	GOOD
GE1105875	1.973	GOOD
GE1105878	0.078	EMPTY
GE1105885	0.112	EMPTY
GE1105887	0.083	EMPTY
GE1105900	3.163	GOOD
GE1105904	0.133	EMPTY
GE1105914	2.744	GOOD
GE1105944	18.583	GOOD
GE1105945	0.618	GOOD
GE1105980	0.406	GOOD
GE1105989	0.03	EMPTY
GE1105994	8.361	GOOD
GE1106001	0.983	GOOD
GE1106011	0.321	EMPTY
GE1106029	0.19	EMPTY
GE1106030	0.24	EMPTY
GE1106034	0.139	EMPTY
GE1106054	0.288	EMPTY
GE1106069	0.087	EMPTY
GE1106080	9.493	GOOD
GE1106081	1.398	GOOD
GE1106085	2.231	GOOD
GE1106091	0.386	EMPTY
GE1106105	0.185	EMPTY
GE1106113	0.587	GOOD
GE1106119	1.282	GOOD
GE1106120	0.139	EMPTY
GE1106134	0.881	GOOD
GE1106136	0.345	EMPTY
GE1106143	0.428	GOOD
GE1106161	0.926	GOOD
GE1106171	0.066	EMPTY
GE1106172	11.791	GOOD
GE1106184	3.653	GOOD
GE1106195	1.026	GOOD
GE1106196	0.113	EMPTY
GE1106198	8.044	GOOD
GE1106203	0.025	EMPTY
GE1106204	0.157	EMPTY
GE1106226	0.586	GOOD
GE1106233	0.107	EMPTY
GE1106240	0.13	EMPTY
GE1106247	0.314	EMPTY
GE1106248	0.147	EMPTY
GE1106251	0.166	EMPTY
GE1106253	-0.057	NEGATIVE
GE1106255	1.363	GOOD
GE1106264	0.54	GOOD
GE1106278	0.828	GOOD
GE1106290	4.862	GOOD
GE1106291	0.17	EMPTY
GE1106299	1.099	GOOD
GE1106315	1.016	GOOD
GE1106324	0.211	EMPTY
GE1106331	0.46	EMPTY
GE1106335	71.883	GOOD
GE1106337	0.486	GOOD
GE1106366	0.587	GOOD
GE1106373	0.503	GOOD
GE1106402	0.548	GOOD
GE1106419	9.427	GOOD
GE1106431	0.611	GOOD
GE1106449	0.676	GOOD
GE1106460	13.358	GOOD
GE1106461	0.096	EMPTY
GE1106479	5.866	GOOD
GE1106481	0.159	EMPTY
GE1106495	0.166	EMPTY
GE1106528	0.639	GOOD
GE1106531	0.143	EMPTY
GE1106539	0.118	EMPTY
GE1106544	1.087	GOOD
GE1106563	48.026	GOOD
GE1106566	0.141	EMPTY
GE1106583	1.222	GOOD
GE1106586	43.768	GOOD
GE1106588	0.337	EMPTY
GE1106589	0.137	EMPTY
GE1106598	11.306	GOOD
GE1106623	0.258	EMPTY
GE1106624	0.408	EMPTY
GE1106625	0.139	EMPTY
GE1106637	8.12	GOOD
GE1106639	0.19	EMPTY
GE1106647	0.317	EMPTY
GE1106648	0.019	EMPTY
GE1106665	0.412	GOOD
GE1106666	0.578	GOOD
GE1106672	1.659	GOOD
GE1106673	0.072	EMPTY
GE1106674	0.715	GOOD
GE1106689	0.67	GOOD
GE1106696	3.265	GOOD
GE1106702	0.193	EMPTY
GE1106708	0.106	EMPTY
GE1106716	4.035	GOOD
GE1106720	0.168	EMPTY
GE1106725	0.157	EMPTY
GE1106740	7.285	GOOD
GE1106749	12.162	GOOD
GE1106758	6.243	GOOD
GE1106773	1.17	GOOD
GE1106781	1.052	GOOD
GE1106789	0.207	EMPTY
GE1106815	0.082	EMPTY
GE1106842	2.555	GOOD
GE1106860	1.035	GOOD
GE1106863	0.358	EMPTY
GE1106865	0.591	GOOD
GE1106878	0.071	EMPTY
GE1106902	0.213	EMPTY
GE1106909	0.414	GOOD
GE1106916	4.872	GOOD
GE1106921	0.337	EMPTY
GE1106932	0.91	GOOD
GE1106941	1.126	GOOD
GE1106947	0.395	EMPTY
GE1106954	0.18	EMPTY
GE1106957	13.42	GOOD
GE1106970	0.203	EMPTY
GE1106978	0.113	EMPTY
GE1106980	0.907	GOOD
GE1106982	0.008	EMPTY
GE1106984	0.189	EMPTY
GE1106985	2.841	GOOD
GE1106989	0.997	GOOD
GE1106993	0.139	EMPTY
GE1107002	0.103	EMPTY
GE1107018	0.277	EMPTY
GE1107021	0.905	GOOD
GE1107030	21.315	GOOD
GE1107042	1.348	GOOD
GE1107046	0.15	EMPTY
GE1107050	1.087	GOOD
GE1107051	0.164	EMPTY
GE1107067	0.236	EMPTY
GE1107077	0.061	EMPTY
GE1107094	44.194	GOOD
GE1107095	0.458	GOOD
GE1107106	1.197	GOOD
GE1107120	0.798	GOOD
GE1107125	8.441	GOOD
GE1107127	0.806	GOOD
GE1107130	2.739	GOOD
GE1107131	0.118	EMPTY
GE1107133	0.122	EMPTY
GE1107168	2.794	GOOD
GE1107194	1.417	GOOD
GE1107206	1.703	GOOD
GE1107211	3.319	GOOD
GE1107213	7.164	GOOD
GE1107218	0.238	EMPTY
GE1107262	8.547	GOOD
GE1107269	0.622	GOOD
GE1107275	3.529	GOOD
GE1107284	0.111	EMPTY
GE1107289	3.831	GOOD
GE1107290	4.213	GOOD
GE1107294	0.229	EMPTY
GE1107302	1.605	GOOD
GE1107314	0.104	EMPTY
GE1107316	0.541	GOOD
GE1107324	4.528	GOOD
GE1107344	0.513	GOOD
GE1107345	0.44	EMPTY
GE1107376	0.363	EMPTY
GE1107378	17.635	GOOD
GE1107388	0.174	EMPTY
GE1107390	0.11	EMPTY
GE1107395	0.221	EMPTY
GE1107396	1.625	GOOD
GE1107399	1.92	EMPTY
GE1107403	0.585	GOOD
GE1107415	0.846	GOOD
GE1107435	1.195	GOOD
GE1107445	0.38	EMPTY
GE1107450	0.925	GOOD
GE1107451	2.892	GOOD
GE1107452	1.233	GOOD
GE1107454	0.135	EMPTY
GE1107457	9.937	GOOD
GE1107464	0.22	EMPTY
GE1107472	1.112	GOOD
GE1107475	0.13	EMPTY
GE1107493	4.55	GOOD
GE1107509	0.102	EMPTY
GE1107517	0.15	EMPTY
GE1107523	0.093	EMPTY
GE1107543	39.545	GOOD
GE1107545	0.059	EMPTY
GE1107552	1.946	GOOD
GE1107565	32.67	GOOD
GE1107570	0.372	EMPTY
GE1107575	42.165	GOOD
GE1107583	0.359	EMPTY
GE1107602	1.29	GOOD
GE1107613	0.177	EMPTY
GE1107615	1.983	GOOD
GE1107629	0.604	GOOD
GE1107634	0.285	EMPTY
GE1107638	0.848	GOOD
GE1107647	0.953	GOOD
GE1107656	9.965	GOOD
GE1107667	0.262	EMPTY
GE1107686	0.25	EMPTY
GE1107694	12.584	GOOD
GE1107710	63.264	GOOD
GE1107718	0.213	EMPTY
GE1107719	0.5	GOOD
GE1107726	0.119	EMPTY
GE1107730	1.774	GOOD
GE1107733	0.634	GOOD
GE1107744	0.042	EMPTY
GE1107746	2.33	GOOD
GE1107756	0.003	EMPTY
GE1107757	0.103	EMPTY
GE1107760	0.112	EMPTY
GE1107783	0.398	EMPTY
GE1107788	9.742	GOOD
GE1107793	0.741	GOOD
GE1107795	0.16	EMPTY
GE1107799	1.327	GOOD
GE1107807	2.135	GOOD
GE1107813	0.232	EMPTY
GE1107817	3.647	GOOD
GE1107824	1.65	GOOD
GE1107837	2.959	GOOD
GE1107840	1.294	GOOD
GE1107841	0.259	EMPTY
